Idxcd,Idxnmabbr,Date,PrevClPr,Oppr,Hipr,Lopr,Clpr,Trdvol,Trdsum,Trades,Yrflg,Yrtrds,Qtrflg,Qtrtrds,Monflg,Montrds,Wkflg,Wktrds,InnerCode
000001,上证指数,1990-12-19,0.00,96.05,99.98,95.79,99.98,126000,494000.00,6,,,,,,,,,1
000001,上证指数,1990-12-20,99.98,104.30,104.39,99.98,104.39,19700,84000.00,15,,,,,,,,,1
000001,上证指数,1990-12-21,104.39,109.07,109.13,103.73,109.13,2800,16000.00,13,,,,,,,1,3,1
000001,上证指数,1990-12-24,109.13,113.57,114.55,109.13,114.55,3200,31000.00,36,,,,,,,,,1
000001,上证指数,1990-12-25,114.55,120.09,120.25,114.55,120.25,1500,6000.00,13,,,,,,,,,1
000001,上证指数,1990-12-26,120.25,125.27,125.27,120.25,125.27,10000,53000.00,7,,,,,,,,,1
000001,上证指数,1990-12-27,125.27,125.27,125.28,125.27,125.28,6600,104000.00,21,,,,,,,,,1
000001,上证指数,1990-12-28,125.28,126.39,126.45,125.28,126.45,10800,88000.00,16,,,,,,,1,5,1
000001,上证指数,1990-12-31,126.45,126.56,127.61,126.48,127.61,7800,60000.00,27,1,9,1,9,1,9,,,1
000001,上证指数,1991-01-02,127.61,127.61,128.84,127.61,128.84,9100,59000.00,7,,,,,,,,,1
000001,上证指数,1991-01-03,128.84,128.84,130.14,128.84,130.14,14100,93000.00,13,,,,,,,,,1
000001,上证指数,1991-01-04,130.14,131.27,131.44,130.14,131.44,42000,261000.00,16,,,,,,,1,4,1
000001,上证指数,1991-01-07,131.44,131.99,132.06,131.45,132.06,21700,141000.00,14,,,,,,,,,1
000001,上证指数,1991-01-08,132.06,132.62,132.68,132.06,132.68,292600,1806000.00,16,,,,,,,,,1
000001,上证指数,1991-01-09,132.68,133.30,133.34,132.68,133.34,560300,3228000.00,15,,,,,,,,,1
000001,上证指数,1991-01-10,133.34,133.93,133.97,133.34,133.97,999000,5399000.00,6,,,,,,,,,1
000001,上证指数,1991-01-11,133.97,134.61,134.61,134.51,134.60,1332700,7115000.00,8,,,,,,,1,5,1
000001,上证指数,1991-01-14,134.60,134.11,135.19,134.11,134.67,1253000,6883000.00,19,,,,,,,,,1
000001,上证指数,1991-01-15,134.67,134.21,134.74,134.19,134.74,144600,1010000.00,10,,,,,,,,,1
000001,上证指数,1991-01-16,134.74,134.19,134.74,134.14,134.24,50900,270000.00,10,,,,,,,,,1
000001,上证指数,1991-01-17,134.24,133.67,134.25,133.65,134.25,65800,334000.00,13,,,,,,,,,1
000001,上证指数,1991-01-18,134.25,133.70,134.25,133.67,134.24,300400,1570000.00,5,,,,,,,1,5,1
000001,上证指数,1991-01-21,134.24,133.70,134.24,133.66,134.24,205100,1029000.00,3,,,,,,,,,1
000001,上证指数,1991-01-22,134.24,133.72,134.24,133.66,133.72,35400,180000.00,11,,,,,,,,,1
000001,上证指数,1991-01-23,133.72,133.17,133.72,133.14,133.17,109500,575000.00,5,,,,,,,,,1
000001,上证指数,1991-01-24,133.17,132.61,133.17,132.57,132.61,185700,917000.00,6,,,,,,,,,1
000001,上证指数,1991-01-25,132.61,132.05,132.07,132.03,132.05,344700,1722000.00,12,,,,,,,1,5,1
000001,上证指数,1991-01-28,132.05,131.46,131.55,131.46,131.46,510700,2565000.00,21,,,,,,,,,1
000001,上证指数,1991-01-29,131.46,130.95,130.97,130.95,130.95,138700,710000.00,6,,,,,,,,,1
000001,上证指数,1991-01-30,130.95,130.44,130.95,130.41,130.44,52700,260000.00,4,,,,,,,,,1
000001,上证指数,1991-01-31,130.44,129.93,130.46,129.93,129.97,51000,244000.00,14,,,,,1,22,,,1
000001,上证指数,1991-02-01,129.97,129.50,129.97,129.45,129.51,34500,140000.00,7,,,,,,,1,5,1
000001,上证指数,1991-02-04,129.51,129.05,129.58,129.05,129.05,55300,273000.00,23,,,,,,,,,1
000001,上证指数,1991-02-05,129.05,128.56,128.58,128.53,128.58,856200,4250000.00,14,,,,,,,,,1
000001,上证指数,1991-02-06,128.58,129.13,129.15,128.06,129.14,664100,3847000.00,13,,,,,,,,,1
000001,上证指数,1991-02-07,129.14,129.74,129.79,129.14,129.79,213300,1504000.00,11,,,,,,,,,1
000001,上证指数,1991-02-08,129.79,130.36,130.39,129.79,130.38,123400,879000.00,3,,,,,,,1,5,1
000001,上证指数,1991-02-11,130.38,130.92,130.97,130.39,130.97,931700,4834000.00,10,,,,,,,,,1
000001,上证指数,1991-02-12,130.97,131.54,131.56,130.97,131.35,377400,1986000.00,4,,,,,,,,,1
000001,上证指数,1991-02-13,131.35,131.93,131.93,131.35,131.92,115200,673000.00,8,,,,,,,,,1
000001,上证指数,1991-02-14,131.92,132.53,132.53,132.30,132.53,362400,1883000.00,3,,,,,,,1,4,1
000001,上证指数,1991-02-19,132.53,133.12,133.14,133.08,133.13,174800,1216000.00,5,,,,,,,,,1
000001,上证指数,1991-02-20,133.13,133.63,133.67,133.13,133.67,87600,520000.00,6,,,,,,,,,1
000001,上证指数,1991-02-21,133.67,134.24,134.28,133.67,134.28,322000,1771000.00,3,,,,,,,,,1
000001,上证指数,1991-02-22,134.28,134.85,134.87,134.28,134.87,342700,2003000.00,8,,,,,,,1,4,1
000001,上证指数,1991-02-25,134.87,134.37,134.87,134.33,134.40,81000,621000.00,11,,,,,,,,,1
000001,上证指数,1991-02-26,134.40,133.90,134.44,133.90,133.93,109400,2545000.00,7,,,,,,,,,1
000001,上证指数,1991-02-27,133.93,133.44,133.98,133.44,133.47,21400,141000.00,4,,,,,,,,,1
000001,上证指数,1991-02-28,133.47,132.99,133.52,132.98,133.01,225800,1187000.00,6,,,,,1,18,,,1
000001,上证指数,1991-03-01,133.01,132.53,132.53,132.47,132.53,712400,3777000.00,5,,,,,,,1,5,1
000001,上证指数,1991-03-04,132.53,132.09,132.09,131.98,131.99,251800,1418000.00,11,,,,,,,,,1
000001,上证指数,1991-03-05,131.99,131.42,131.99,131.41,131.46,98200,934000.00,23,,,,,,,,,1
000001,上证指数,1991-03-06,131.46,130.89,130.95,130.89,130.94,71900,1345000.00,11,,,,,,,,,1
000001,上证指数,1991-03-07,130.94,130.41,130.94,130.41,130.41,56800,427000.00,11,,,,,,,,,1
000001,上证指数,1991-03-08,130.41,129.84,130.41,129.84,129.89,93300,541000.00,24,,,,,,,1,5,1
000001,上证指数,1991-03-11,129.89,129.30,129.89,129.30,129.31,51400,299000.00,18,,,,,,,,,1
000001,上证指数,1991-03-12,129.31,128.73,129.31,128.73,128.77,95700,783000.00,15,,,,,,,,,1
000001,上证指数,1991-03-13,128.77,126.13,128.77,126.13,126.15,49800,418000.00,30,,,,,,,,,1
000001,上证指数,1991-03-14,126.15,125.61,126.15,125.61,125.63,32600,242000.00,29,,,,,,,,,1
000001,上证指数,1991-03-15,125.63,125.08,125.62,125.08,125.17,79000,403000.00,27,,,,,,,1,5,1
000001,上证指数,1991-03-18,125.17,124.70,125.17,124.69,124.71,125000,1210000.00,42,,,,,,,,,1
000001,上证指数,1991-03-19,124.71,124.23,124.71,124.22,124.22,89200,682000.00,45,,,,,,,,,1
000001,上证指数,1991-03-20,124.22,123.66,124.21,123.63,123.66,67800,433000.00,14,,,,,,,,,1
000001,上证指数,1991-03-21,123.66,123.14,123.66,123.12,123.12,15100,131000.00,24,,,,,,,,,1
000001,上证指数,1991-03-22,123.12,122.62,123.12,122.62,122.62,20700,120000.00,20,,,,,,,1,5,1
000001,上证指数,1991-03-25,122.62,122.12,122.62,122.10,122.12,44300,324000.00,45,,,,,,,,,1
000001,上证指数,1991-03-26,122.12,121.62,122.14,121.62,121.62,116400,709000.00,37,,,,,,,,,1
000001,上证指数,1991-03-27,121.62,121.12,121.64,121.12,121.12,66800,366000.00,27,,,,,,,,,1
000001,上证指数,1991-03-28,121.12,120.65,121.15,120.61,120.61,96100,505000.00,29,,,,,,,,,1
000001,上证指数,1991-03-29,120.61,120.16,120.61,120.11,120.19,218500,2186000.00,27,,,1,61,1,21,1,5,1
000001,上证指数,1991-04-01,120.19,120.69,120.73,119.68,120.73,1199900,5666000.00,40,,,,,,,,,1
000001,上证指数,1991-04-02,120.73,121.21,121.29,120.73,121.21,81600,387000.00,47,,,,,,,,,1
000001,上证指数,1991-04-03,121.21,121.71,121.71,121.21,121.71,206300,977000.00,34,,,,,,,,,1
000001,上证指数,1991-04-04,121.71,122.20,122.20,121.24,121.72,1051700,5045000.00,15,,,,,,,,,1
000001,上证指数,1991-04-05,121.72,121.07,121.73,121.03,121.54,1158900,6035000.00,29,,,,,,,1,5,1
000001,上证指数,1991-04-08,121.54,121.11,121.11,121.05,121.09,186200,1675000.00,36,,,,,,,,,1
000001,上证指数,1991-04-09,121.09,120.60,121.10,120.60,120.62,32000,297000.00,48,,,,,,,,,1
000001,上证指数,1991-04-10,120.62,120.15,120.62,120.09,120.16,46600,281000.00,34,,,,,,,,,1
000001,上证指数,1991-04-11,120.16,119.64,120.16,119.62,119.64,23900,576000.00,28,,,,,,,,,1
000001,上证指数,1991-04-12,119.64,119.20,119.65,119.15,119.21,39900,301000.00,15,,,,,,,1,5,1
000001,上证指数,1991-04-15,119.21,118.73,119.22,118.72,118.77,30100,386000.00,46,,,,,,,,,1
000001,上证指数,1991-04-16,118.77,118.36,118.77,118.34,118.34,10500,177000.00,27,,,,,,,,,1
000001,上证指数,1991-04-17,118.34,117.92,118.34,117.89,117.90,20100,259000.00,27,,,,,,,,,1
000001,上证指数,1991-04-18,117.90,117.45,117.93,117.45,117.45,17800,133000.00,24,,,,,,,,,1
000001,上证指数,1991-04-19,117.45,117.08,117.50,117.05,117.08,64600,424000.00,20,,,,,,,1,5,1
000001,上证指数,1991-04-22,117.08,116.63,117.08,116.58,116.63,43000,321000.00,32,,,,,,,,,1
000001,上证指数,1991-04-23,116.63,116.21,116.63,116.15,116.19,28200,264000.00,41,,,,,,,,,1
000001,上证指数,1991-04-24,116.19,115.70,116.19,115.70,115.79,14800,121000.00,65,,,,,,,,,1
000001,上证指数,1991-04-25,115.79,115.38,115.79,115.33,115.36,149500,998000.00,34,,,,,,,,,1
000001,上证指数,1991-04-26,115.36,116.31,116.31,114.52,115.56,1335400,5806000.00,6,,,,,,,1,5,1
000001,上证指数,1991-04-29,115.56,114.86,116.29,114.75,114.75,841100,3610000.00,8,,,,,,,,,1
000001,上证指数,1991-04-30,114.75,113.89,114.87,113.89,113.94,485000,2734000.00,3,,,,,1,22,,,1
000001,上证指数,1991-05-02,113.94,113.04,113.20,113.03,113.16,146500,1124000.00,3,,,,,,,,,1
000001,上证指数,1991-05-03,113.16,112.46,113.17,112.30,112.41,423000,2386000.00,4,,,,,,,1,4,1
000001,上证指数,1991-05-06,112.41,111.65,112.41,111.57,111.61,276400,1423000.00,,,,,,,,,,1
000001,上证指数,1991-05-07,111.61,110.80,110.90,110.80,110.82,187500,907000.00,1,,,,,,,,,1
000001,上证指数,1991-05-08,110.82,110.16,110.82,110.00,110.03,42300,375000.00,6,,,,,,,,,1
000001,上证指数,1991-05-09,110.03,109.36,110.12,109.29,109.29,,,1,,,,,,,,,1
000001,上证指数,1991-05-10,109.29,108.61,109.40,108.53,108.53,24900,313000.00,2,,,,,,,1,5,1
000001,上证指数,1991-05-13,108.53,107.88,107.88,107.74,107.84,23500,182000.00,4,,,,,,,,,1
000001,上证指数,1991-05-14,107.84,107.21,107.84,107.06,107.19,26700,185000.00,,,,,,,,,,1
000001,上证指数,1991-05-15,107.19,106.56,106.60,106.42,106.57,39000,307000.00,2,,,,,,,,,1
000001,上证指数,1991-05-16,106.57,105.83,105.86,105.69,105.77,310800,1445000.00,,,,,,,,,,1
000001,上证指数,1991-05-17,105.77,105.12,106.75,104.96,106.75,2019200,7633000.00,,,,,,,,1,5,1
000001,上证指数,1991-05-20,106.75,107.76,107.82,106.71,107.82,86300,924000.00,3,,,,,,,,,1
000001,上证指数,1991-05-21,107.82,108.89,108.89,108.62,108.81,77100,1309000.00,5,,,,,,,,,1
000001,上证指数,1991-05-22,108.81,109.71,109.82,108.11,108.25,1867700,7967000.00,,,,,,,,,,1
000001,上证指数,1991-05-23,108.25,107.52,109.16,107.35,109.08,560900,2770000.00,1,,,,,,,,,1
000001,上证指数,1991-05-24,109.08,110.07,110.08,109.82,110.08,102400,661000.00,,,,,,,,1,5,1
000001,上证指数,1991-05-27,110.08,111.05,111.07,109.47,110.66,861900,3827000.00,1,,,,,,,,,1
000001,上证指数,1991-05-28,110.66,111.61,111.68,111.36,111.68,163000,970000.00,,,,,,,,,,1
000001,上证指数,1991-05-29,111.68,112.75,112.75,111.67,112.75,53000,1320000.00,3,,,,,,,,,1
000001,上证指数,1991-05-30,112.75,113.74,113.82,112.77,113.82,38800,753000.00,2,,,,,,,,,1
000001,上证指数,1991-05-31,113.82,114.83,114.83,113.84,114.83,121100,1470000.00,9,,,,,1,22,1,5,1
000001,上证指数,1991-06-03,114.83,115.90,115.97,114.89,115.97,95400,1643000.00,3,,,,,,,,,1
000001,上证指数,1991-06-04,115.97,117.12,117.12,116.83,117.12,360300,2018000.00,18,,,,,,,,,1
000001,上证指数,1991-06-05,117.12,118.17,118.17,117.14,118.17,30800,279000.00,2,,,,,,,,,1
000001,上证指数,1991-06-06,118.17,119.26,119.35,118.17,119.35,,,3,,,,,,,,,1
000001,上证指数,1991-06-07,119.35,120.46,120.47,119.35,120.47,10000,83000.00,4,,,,,,,1,5,1
000001,上证指数,1991-06-10,120.47,121.65,121.67,120.47,121.67,40000,458000.00,7,,,,,,,,,1
000001,上证指数,1991-06-11,121.67,122.89,122.89,121.67,122.89,54300,375000.00,3,,,,,,,,,1
000001,上证指数,1991-06-12,122.89,123.90,124.11,122.89,124.11,137200,735000.00,2,,,,,,,,,1
000001,上证指数,1991-06-13,124.11,125.33,125.34,123.65,125.34,2086800,11563000.00,,,,,,,,,,1
000001,上证指数,1991-06-14,125.34,124.47,126.34,124.47,124.53,663300,3541000.00,1,,,,,,,1,5,1
000001,上证指数,1991-06-17,124.53,125.63,125.77,123.54,125.77,693300,4056000.00,2,,,,,,,,,1
000001,上证指数,1991-06-18,125.77,127.03,127.03,126.67,127.03,203000,1015000.00,3,,,,,,,,,1
000001,上证指数,1991-06-19,127.03,128.12,128.29,127.03,128.29,148100,744000.00,4,,,,,,,,,1
000001,上证指数,1991-06-20,128.29,129.55,129.57,129.21,129.57,229900,1321000.00,3,,,,,,,,,1
000001,上证指数,1991-06-21,129.57,130.72,130.86,128.81,130.86,1361300,7746000.00,6,,,,,,,1,5,1
000001,上证指数,1991-06-24,130.86,132.10,132.17,131.80,132.17,196000,1657000.00,11,,,,,,,,,1
000001,上证指数,1991-06-25,132.17,133.48,133.49,132.17,133.49,162400,1296000.00,1,,,,,,,,,1
000001,上证指数,1991-06-26,133.49,134.83,134.83,133.49,134.83,340900,2149000.00,12,,,,,,,,,1
000001,上证指数,1991-06-27,134.83,136.04,136.19,134.83,136.19,449700,2521000.00,2,,,,,,,,,1
000001,上证指数,1991-06-28,136.19,137.41,137.56,136.19,137.56,493500,3032000.00,13,,,1,64,1,20,1,5,1
000001,上证指数,1991-07-01,137.56,136.64,138.62,136.56,136.85,2294000,12469000.00,3,,,,,,,,,1
000001,上证指数,1991-07-02,136.85,135.91,135.96,135.69,135.96,283800,3794000.00,5,,,,,,,,,1
000001,上证指数,1991-07-03,135.96,135.28,135.96,134.98,135.27,271500,1818000.00,9,,,,,,,,,1
000001,上证指数,1991-07-04,135.27,136.63,136.63,134.19,136.63,1339400,8095000.00,3,,,,,,,,,1
000001,上证指数,1991-07-05,136.63,136.01,137.68,135.90,135.96,1454000,9394000.00,1,,,,,,,1,5,1
000001,上证指数,1991-07-08,135.96,135.26,135.28,134.93,135.28,587400,2925000.00,8,,,,,,,,,1
000001,上证指数,1991-07-09,135.28,136.56,136.57,134.31,134.64,844200,4174000.00,3,,,,,,,,,1
000001,上证指数,1991-07-10,134.64,134.40,135.60,133.72,133.99,602300,2894000.00,3,,,,,,,,,1
000001,上证指数,1991-07-11,133.99,133.22,133.99,133.13,133.38,507300,2417000.00,2,,,,,,,,,1
000001,上证指数,1991-07-12,133.38,132.80,133.38,132.42,132.80,314400,1484000.00,4,,,,,,,1,5,1
000001,上证指数,1991-07-15,132.80,133.90,134.10,131.87,133.14,1193800,5534000.00,2,,,,,,,,,1
000001,上证指数,1991-07-16,133.14,134.39,134.47,133.14,134.47,279600,1328000.00,4,,,,,,,,,1
000001,上证指数,1991-07-17,134.47,135.81,135.81,135.39,135.81,66000,397000.00,6,,,,,,,,,1
000001,上证指数,1991-07-18,135.81,137.17,137.17,135.81,137.17,84700,464000.00,4,,,,,,,,,1
000001,上证指数,1991-07-19,137.17,137.66,138.54,136.66,136.70,1082300,5242000.00,4,,,,,,,1,5,1
000001,上证指数,1991-07-22,136.70,138.07,138.07,136.70,138.07,276400,1423000.00,5,,,,,,,,,1
000001,上证指数,1991-07-23,138.07,139.35,139.39,138.07,139.39,724100,3548000.00,3,,,,,,,,,1
000001,上证指数,1991-07-24,139.39,140.66,140.74,138.69,140.68,598800,2901000.00,1,,,,,,,,,1
000001,上证指数,1991-07-25,140.68,140.20,141.01,139.99,140.19,839000,4080000.00,2,,,,,,,,,1
000001,上证指数,1991-07-26,140.19,140.11,141.46,139.27,140.66,927900,4520000.00,1,,,,,,,1,5,1
000001,上证指数,1991-07-29,140.66,141.22,141.72,140.81,141.52,477100,2350000.00,5,,,,,,,,,1
000001,上证指数,1991-07-30,141.52,142.39,142.45,141.39,142.39,560100,2718000.00,3,,,,,,,,,1
000001,上证指数,1991-07-31,142.39,143.72,143.80,142.39,143.80,405100,1993000.00,4,,,,,1,23,,,1
000001,上证指数,1991-08-01,143.80,145.12,145.24,143.80,145.24,473100,2310000.00,2,,,,,,,,,1
000001,上证指数,1991-08-02,145.24,146.49,146.68,145.44,146.68,1174400,5825000.00,4,,,,,,,1,5,1
000001,上证指数,1991-08-05,146.68,148.06,148.15,146.68,148.15,512600,2593000.00,11,,,,,,,,,1
000001,上证指数,1991-08-06,148.15,149.62,149.62,148.15,149.62,200100,1065000.00,7,,,,,,,,,1
000001,上证指数,1991-08-07,149.62,150.93,151.12,149.62,151.12,110700,580000.00,9,,,,,,,,,1
000001,上证指数,1991-08-08,151.12,152.57,152.61,151.12,152.61,195100,1045000.00,6,,,,,,,,,1
000001,上证指数,1991-08-09,152.61,153.90,154.10,152.61,154.10,371500,1990000.00,5,,,,,,,1,5,1
000001,上证指数,1991-08-12,154.10,155.34,155.54,154.10,155.54,391900,2154000.00,10,,,,,,,,,1
000001,上证指数,1991-08-13,155.54,156.87,157.07,155.54,157.07,2003900,10529000.00,6,,,,,,,,,1
000001,上证指数,1991-08-14,157.07,158.30,158.63,158.11,158.63,548000,2929000.00,7,,,,,,,,,1
000001,上证指数,1991-08-15,158.63,159.92,160.21,158.63,160.21,153700,850000.00,8,,,,,,,,,1
000001,上证指数,1991-08-16,160.21,161.56,161.60,160.21,161.60,98400,581000.00,12,,,,,,,1,5,1
000001,上证指数,1991-08-19,161.60,163.21,163.21,161.60,163.21,98500,614000.00,26,,,,,,,,,1
000001,上证指数,1991-08-20,163.21,164.74,164.84,163.21,164.84,57300,388000.00,16,,,,,,,,,1
000001,上证指数,1991-08-21,164.84,166.49,166.49,164.84,166.49,341100,2106000.00,12,,,,,,,,,1
000001,上证指数,1991-08-22,166.49,167.81,168.16,166.49,168.16,129600,845000.00,18,,,,,,,,,1
000001,上证指数,1991-08-23,168.16,169.81,169.81,168.16,169.81,60500,502000.00,13,,,,,,,1,5,1
000001,上证指数,1991-08-26,169.81,171.51,171.51,169.81,171.51,64300,518000.00,11,,,,,,,,,1
000001,上证指数,1991-08-27,171.51,173.06,173.19,171.51,173.19,79600,520000.00,17,,,,,,,,,1
000001,上证指数,1991-08-28,173.19,174.82,174.92,173.19,174.92,80400,511000.00,20,,,,,,,,,1
000001,上证指数,1991-08-29,174.92,176.53,176.66,174.92,176.66,260800,1629000.00,21,,,,,,,,,1
000001,上证指数,1991-08-30,176.66,178.20,178.43,176.66,178.43,675900,4219000.00,9,,,,,1,22,1,5,1
000001,上证指数,1991-09-02,178.43,180.08,180.22,178.43,180.22,140800,886000.00,29,,,,,,,,,1
000001,上证指数,1991-09-03,180.22,181.71,181.97,180.22,181.97,147500,940000.00,60,,,,,,,,,1
000001,上证指数,1991-09-04,181.97,183.66,183.69,181.97,183.69,65000,470000.00,28,,,,,,,,,1
000001,上证指数,1991-09-05,183.69,185.48,185.51,183.69,185.51,151400,1095000.00,15,,,,,,,,,1
000001,上证指数,1991-09-06,185.51,187.09,187.36,185.51,187.36,276500,1761000.00,10,,,,,,,1,5,1
000001,上证指数,1991-09-09,187.36,189.10,189.24,187.36,189.24,355200,2349000.00,26,,,,,,,,,1
000001,上证指数,1991-09-10,189.24,190.98,190.98,188.19,188.33,3343400,21507000.00,18,,,,,,,,,1
000001,上证指数,1991-09-11,188.33,187.29,187.29,186.86,187.22,2139200,14677000.00,14,,,,,,,,,1
000001,上证指数,1991-09-12,187.22,186.22,187.40,186.07,186.22,1969900,16265000.00,20,,,,,,,,,1
000001,上证指数,1991-09-13,186.22,188.00,188.04,185.01,187.79,3743400,24035000.00,7,,,,,,,1,5,1
000001,上证指数,1991-09-16,187.79,189.55,189.66,187.79,189.66,993300,6343000.00,16,,,,,,,,,1
000001,上证指数,1991-09-17,189.66,191.16,191.18,188.28,188.65,2882900,18623000.00,10,,,,,,,,,1
000001,上证指数,1991-09-18,188.65,187.26,188.59,187.18,187.63,1582200,11015000.00,6,,,,,,,,,1
000001,上证指数,1991-09-19,187.63,187.65,189.21,186.49,186.88,2343900,14607000.00,9,,,,,,,,,1
000001,上证指数,1991-09-20,186.88,185.77,187.21,185.66,185.92,1207500,7417000.00,10,,,,,,,1,5,1
000001,上证指数,1991-09-23,185.92,185.00,185.92,184.71,185.00,403400,2806000.00,20,,,,,,,,,1
000001,上证指数,1991-09-24,185.00,183.96,185.04,183.69,184.08,142600,1002000.00,10,,,,,,,,,1
000001,上证指数,1991-09-25,184.08,182.80,184.08,182.80,183.19,138900,934000.00,11,,,,,,,,,1
000001,上证指数,1991-09-26,183.19,182.21,183.19,181.93,182.33,654100,4620000.00,18,,,,,,,,,1
000001,上证指数,1991-09-27,182.33,183.12,183.89,181.19,181.82,3372800,20416000.00,1,,,,,,,1,5,1
000001,上证指数,1991-09-30,181.82,180.28,181.95,180.27,180.92,2559400,22336000.00,6,,,1,66,1,21,,,1
000001,上证指数,1991-10-03,180.92,181.55,182.48,179.80,182.48,1874100,12329000.00,4,,,,,,,,,1
000001,上证指数,1991-10-04,182.48,184.29,184.29,183.59,184.29,736000,5039000.00,8,,,,,,,1,3,1
000001,上证指数,1991-10-07,184.29,185.95,186.00,185.41,186.00,1136900,7291000.00,6,,,,,,,,,1
000001,上证指数,1991-10-08,186.00,187.59,187.61,186.00,187.49,2374500,15241000.00,10,,,,,,,,,1
000001,上证指数,1991-10-09,187.49,188.49,189.12,186.31,189.12,2098900,13440000.00,8,,,,,,,,,1
000001,上证指数,1991-10-10,189.12,190.71,191.01,189.12,191.01,663800,4333000.00,9,,,,,,,,,1
000001,上证指数,1991-10-11,191.01,192.84,192.88,191.01,192.85,1098100,7251000.00,12,,,,,,,1,5,1
000001,上证指数,1991-10-14,192.85,194.06,194.69,192.32,194.67,2149300,13948000.00,6,,,,,,,,,1
000001,上证指数,1991-10-15,194.67,196.58,196.61,194.67,196.61,1100200,7265000.00,8,,,,,,,,,1
000001,上证指数,1991-10-16,196.61,198.51,198.57,196.61,198.57,956200,6273000.00,7,,,,,,,,,1
000001,上证指数,1991-10-17,198.57,200.50,200.51,198.57,200.51,607700,4136000.00,12,,,,,,,,,1
000001,上证指数,1991-10-18,200.51,202.50,202.51,200.51,202.51,296800,2384000.00,12,,,,,,,1,5,1
000001,上证指数,1991-10-21,202.51,204.53,204.53,202.51,204.53,353700,2514000.00,13,,,,,,,,,1
000001,上证指数,1991-10-22,204.53,206.06,206.53,204.53,206.53,212800,1521000.00,12,,,,,,,,,1
000001,上证指数,1991-10-23,206.53,208.06,208.25,206.53,208.25,262300,1980000.00,7,,,,,,,,,1
000001,上证指数,1991-10-24,208.25,210.20,210.20,208.25,210.07,1935700,13174000.00,11,,,,,,,,,1
000001,上证指数,1991-10-25,210.07,210.34,211.97,209.71,211.86,3265000,22263000.00,7,,,,,,,1,5,1
000001,上证指数,1991-10-28,211.86,213.50,213.98,211.86,213.98,321700,2357000.00,20,,,,,,,,,1
000001,上证指数,1991-10-29,213.98,215.63,215.78,213.98,215.78,269700,2069000.00,14,,,,,,,,,1
000001,上证指数,1991-10-30,215.78,216.37,216.43,215.78,216.43,238000,1814000.00,11,,,,,,,,,1
000001,上证指数,1991-10-31,216.43,218.59,218.60,216.43,218.60,392900,2914000.00,11,,,,,1,21,,,1
000001,上证指数,1991-11-01,218.60,220.71,220.72,218.60,220.72,590600,4313000.00,6,,,,,,,1,5,1
000001,上证指数,1991-11-04,220.72,222.77,222.77,220.79,222.77,447400,3352000.00,21,,,,,,,,,1
000001,上证指数,1991-11-05,222.77,224.44,224.65,222.77,224.65,280500,2225000.00,13,,,,,,,,,1
000001,上证指数,1991-11-06,224.65,226.83,226.88,224.65,226.88,284800,2188000.00,7,,,,,,,,,1
000001,上证指数,1991-11-07,226.88,228.93,228.93,226.88,228.93,483300,4085000.00,10,,,,,,,,,1
000001,上证指数,1991-11-08,228.93,230.99,231.22,228.93,231.22,1440600,11039000.00,8,,,,,,,1,5,1
000001,上证指数,1991-11-11,231.22,233.48,233.55,231.22,233.55,247400,2130000.00,18,,,,,,,,,1
000001,上证指数,1991-11-12,233.55,235.75,235.80,233.55,235.80,89500,914000.00,12,,,,,,,,,1
000001,上证指数,1991-11-13,235.80,236.51,236.67,235.80,236.67,79900,879000.00,11,,,,,,,,,1
000001,上证指数,1991-11-14,236.67,237.39,237.45,236.67,237.45,86200,940000.00,9,,,,,,,,,1
000001,上证指数,1991-11-15,237.45,238.25,238.25,237.45,238.25,205800,1914000.00,4,,,,,,,1,5,1
000001,上证指数,1991-11-18,238.25,240.04,240.62,238.25,240.62,188500,1534000.00,4,,,,,,,,,1
000001,上证指数,1991-11-19,240.62,242.24,242.24,240.62,242.24,231000,2040000.00,8,,,,,,,,,1
000001,上证指数,1991-11-20,242.24,244.50,244.50,242.24,244.50,232500,1929000.00,6,,,,,,,,,1
000001,上证指数,1991-11-21,244.50,246.26,246.31,244.50,246.31,215500,2030000.00,12,,,,,,,,,1
000001,上证指数,1991-11-22,246.31,248.24,248.53,246.31,248.53,213300,1954000.00,5,,,,,,,1,5,1
000001,上证指数,1991-11-25,248.53,250.84,250.85,248.53,250.85,233100,1963000.00,19,,,,,,,,,1
000001,上证指数,1991-11-26,250.85,252.90,252.97,250.85,252.97,245400,2326000.00,4,,,,,,,,,1
000001,上证指数,1991-11-27,252.97,255.27,255.45,252.97,255.45,212000,1756000.00,8,,,,,,,,,1
000001,上证指数,1991-11-28,255.45,257.28,257.35,255.45,257.35,250200,2251000.00,16,,,,,,,,,1
000001,上证指数,1991-11-29,257.35,259.68,259.85,257.35,259.60,3369500,28453000.00,6,,,,,1,21,1,5,1
000001,上证指数,1991-12-02,259.60,261.78,262.19,259.67,262.19,1912800,16310000.00,12,,,,,,,,,1
000001,上证指数,1991-12-03,262.19,264.64,264.81,262.19,264.81,110100,1207000.00,17,,,,,,,,,1
000001,上证指数,1991-12-04,264.81,265.53,265.77,264.81,265.77,74200,903000.00,28,,,,,,,,,1
000001,上证指数,1991-12-05,265.77,266.48,266.66,265.77,266.66,205000,2100000.00,19,,,,,,,,,1
