date	rtn
20090605	-0.0048887
20090608	0.00311978
20090609	0.00409703
20090610	0.00980896
20090611	-0.00935577
20090612	-0.01868566
20090615	0.02061047
20090616	-0.00167555
20090617	0.01667218
20090618	0.01555841
20090619	0.00738202
20090622	0.00083117
20090623	0.0004347
20090624	0.01194267
20090625	-0.00090043
20090626	0.00336763
20090629	0.01647797
20090630	-0.00424532
20090701	0.02255824
20090702	0.01373112
20090703	0.01364262
20090706	0.01430959
20090707	-0.01015186
20090708	0.00352643
20090709	0.01313438
20090710	0.00059182
20090713	-0.01097604
20090714	0.02789043
20090715	0.01116144
20090716	0.00227005
20090717	0.00530384
20090720	0.02025962
20090721	-0.01428245
20090722	0.01895289
20090723	0.01248988
20090724	0.00426893
20090727	0.02074131
20090728	0.0032562
20090729	-0.05253447
20090730	0.02144437
20090731	0.02745666
20090803	0.01403356
20090804	-0.00010826
20090805	-0.01206353
20090806	-0.02080226
20090807	-0.02948852
20090810	-0.00297038
20090811	0.00334035
20090812	-0.04470276
20090813	0.01278036
20090814	-0.02800495
20090817	-0.0610532
20090818	0.01010104
20090819	-0.04962815
20090820	0.04306418
20090821	0.01883672
20090824	0.00810958
20090825	-0.03708509
20090826	0.02011686
20090827	-0.00507189
20090828	-0.03469886
20090831	-0.07106191
20090901	0.00474513
20090902	0.01660864
20090903	0.0557018
20090904	0.00825044
20090907	0.00879713
20090908	0.02150628
20090909	0.00754974
20090910	-0.01001593
20090911	0.0237819
20090914	0.01706541
20090915	0.00280866
20090916	-0.01344379
20090917	0.01898571
20090918	-0.03626698
20090921	0.00278464
20090922	-0.02417565
20090923	-0.02266347
20090924	0.00681684
20090925	-0.00727053
20090928	-0.02808212
20090929	-0.00011774
20090930	0.01094106
20091009	0.05288188
20091012	-0.0038183
20091013	0.01487802
20091014	0.00902918
20091015	0.00379253
20091016	0.00063896
20091019	0.0269765
20091020	0.01454121
20091021	-0.00245147
20091022	-0.00652066
20091023	0.01969635
20091026	0.00029005
20091027	-0.02914851
20091028	0.00440761
20091029	-0.02471368
20091030	0.01026162
20091102	0.03427357
20091103	0.01256484
20091104	0.00537342
20091105	0.00301978
20091106	0.00539788
20091109	0.00366636
20091110	0.00228561
20091111	-0.00231464
20091112	0.00123581
20091113	0.00535144
20091116	0.03043152
20091117	0.00070329
20091118	0.00051814
20091119	0.00336342
20091120	-0.00313801
20091123	0.00950149
20091124	-0.03203647
20091125	0.02298426
20091126	-0.03963489
20091127	-0.0296233
20091130	0.03818466
20091201	0.01399904
20091202	0.01025042
20091203	-0.001793
20091204	0.014651
20091207	0.00695487
20091208	-0.0122137
20091209	-0.01918864
20091210	0.00640319
20091211	-0.00062059
20091214	0.01055379
20091215	-0.00814061
20091216	-0.00631255
20091217	-0.02262745
20091218	-0.02540408
20091221	0.00143879
20091222	-0.02681489
20091223	0.00936004
20091224	0.03067304
20091225	-0.0040828
20091228	0.01566524
20091229	0.00641381
20091230	0.0166022
20091231	0.00472623
20100104	-0.01131253
20100105	0.0081494
20100106	-0.00625975
20100107	-0.01984059
20100108	0.00249751
20100111	0.0005517
20100112	0.01518358
20100113	-0.03218743
20100114	0.0140041
20100115	0.00394633
20100118	0.00515112
20100119	0.00194248
20100120	-0.03223112
20100121	0.00416565
20100122	-0.01243043
20100125	-0.01134514
20100126	-0.02560389
20100127	-0.01363945
20100128	0.00250112
20100129	-0.00075158
20100201	-0.01605725
20100202	-0.00206806
20100203	0.02686742
20100204	-0.00368958
20100205	-0.02041444
20100208	-0.00066601
20100209	0.00577596
20100210	0.01418028
20100211	0.00195076
20100212	0.00958887
20100222	-0.00551475
20100223	-0.01073809
20100224	0.01433426
20100225	0.01468648
20100226	-0.00317727
20100301	0.0130269
20100302	-0.0039646
20100303	0.00719972
20100304	-0.02533972
20100305	0.0028272
20100308	0.00810489
20100309	0.00598872
20100310	-0.00791625
20100311	-0.00090862
20100312	-0.01329993
20100315	-0.01544943
20100316	0.0065312
20100317	0.02183229
20100318	-0.00194263
20100319	0.00805188
20100322	0.00265949
20100323	-0.00819347
20100324	0.00033582
20100325	-0.01450863
20100326	0.01420506
20100329	0.0255084
20100330	0.0024326
20100331	-0.00626725
20100401	0.013848
20100402	0.00454312
20100406	-0.00064566
20100407	-0.00534485
20100408	-0.01187204
20100409	0.00969003
20100412	-0.00819432
20100413	0.01200664
20100414	0.00353508
20100415	-0.00268531
20100416	-0.01126505
20100419	-0.05360319
20100420	-0.0009602
20100421	0.0199504
20100422	-0.0108568
20100423	-0.00360452
20100426	-0.00564263
20100427	-0.02004729
20100428	-0.00355809
20100429	-0.01203932
20100430	0.00238884
20100504	-0.0156225
20100505	0.00561029
20100506	-0.0459526
20100507	-0.02073625
20100510	0.00755784
20100511	-0.02008586
20100512	0.00619104
20100513	0.02439535
20100514	-0.00654333
20100517	-0.05345151
20100518	0.02086035
20100519	-0.00331247
20100520	-0.01308754
20100521	0.01568954
20100524	0.03780713
20100525	-0.02071711
20100526	0
20100527	0.0163614
20100528	-0.00338464
20100531	-0.02702873
20100601	-0.01049307
20100602	0.00487216
20100603	-0.0077787
20100604	0.00303719
20100607	-0.01773436
20100608	0.00134287
20100609	0.03067046
20100610	-0.01154152
20100611	0.00321816
20100617	-0.00585022
20100618	-0.01697579
20100621	0.03133704
20100622	0.00110046
20100623	-0.00905982
20100624	-0.00036252
20100625	-0.00769175
20100628	-0.00713009
20100629	-0.04592201
20100630	-0.0111689
20100701	-0.01443581
20100702	0.00318281
20100705	-0.00846846
20100706	0.01999881
20100707	0.00685942
20100708	-0.00176711
20100709	0.02763285
20100712	0.01100072
20100713	-0.01555552
20100714	0.00721934
20100715	-0.01699195
20100716	0.00291736
20100719	0.02535807
20100720	0.02200584
20100721	0.00213022
20100722	0.01235741
20100723	0.00423904
20100726	0.00643734
20100727	-0.00545702
20100728	0.02432289
20100729	0.00497954
20100730	-0.00317236
20100802	0.01688133
20100803	-0.0175883
20100804	0.00364972
20100805	-0.00889992
20100806	0.0164268
20100809	0.00710228
20100810	-0.02933275
20100811	0.00620269
20100812	-0.01186579
20100813	0.01390432
20100816	0.02329849
20100817	0.00691631
20100818	-0.00167557
20100819	0.00614157
20100820	-0.01931041
20100823	-0.00073836
20100824	0.0054002
20100825	-0.02363119
20100826	0.00248679
20100827	0.00297534
20100830	0.01974414
20100831	-0.00405487
20100901	-0.00659619
20100902	0.01295058
20100903	-0.00040392
20100906	0.01879317
20100907	0.00269572
20100908	-0.00071737
20100909	-0.01828599
20100910	0.00208101
20100913	0.01015157
20100914	0.00090807
20100915	-0.01747718
20100916	-0.01901695
20100917	0.00125272
20100920	-0.00403303
20100921	0.00268437
20100927	0.01664054
20100928	-0.00830284
20100929	-0.00211739
20100930	0.02113531
20101008	0.03701496
20101011	0.02912723
20101012	0.01271346
20101013	0.01413609
20101014	0.0020388
20101015	0.03211399
20101018	-0.00646697
20101019	0.02102439
20101020	0.0062832
20101021	-0.00653247
20101022	0.0011764
20101025	0.03031379
20101026	-0.00430901
20101027	-0.01794823
20101028	-0.00181558
20101029	-0.00521236
20101101	0.02752087
20101102	-0.00284192
20101103	-0.01235587
20101104	0.01759182
20101105	0.01157589
20101108	0.00788741
20101109	-0.00693801
20101110	-0.00704891
20101111	0.0031065
20101112	-0.06215135
20101115	0.00700522
20101116	-0.04384761
20101117	-0.02070647
20101118	0.01419178
20101119	0.0098127
20101122	-0.00217374
20101123	-0.02041653
20101124	0.02248341
20101125	0.01461738
20101126	-0.00888171
20101129	-0.00150242
20101130	-0.01663297
20101201	-0.00030921
20101202	0.00607139
20101203	0.00098255
20101206	0.0023463
20101207	0.0109838
20101208	-0.00889281
20101209	-0.01529377
20101210	0.01236165
20101213	0.0313348
20101214	0.00257892
20101215	-0.00667692
20101216	-0.00522533
20101217	-0.00155076
20101220	-0.01457066
20101221	0.02228927
20101222	-0.01048158
20101223	-0.0083472
20101224	-0.00804426
20101227	-0.01999709
20101228	-0.01767262
20101229	0.00555021
20101230	0.00074139
20101231	0.02093926
20110104	0.01963392
20110105	-0.00439543
20110106	-0.00504462
20110107	0.00220911
20110110	-0.01845185
20110111	0.00538255
20110112	0.00557454
20110113	-0.00033733
20110114	-0.01573244
20110117	-0.03800625
20110118	0
20110119	0.02256813
20110120	-0.03288832
20110121	0.01315919
20110124	-0.00979735
20110125	-0.00527379
20110126	0.01353683
20110127	0.0161293
20110128	0.00339339
20110131	0.01309628
20110201	0.00025028
20110209	-0.01180588
20110210	0.02078627
20110211	0.00541209
20110214	0.03145827
20110215	-0.00045664
20110216	0.00959079
20110217	-0.00080652
20110218	-0.01048396
20110221	0.01433117
20110222	-0.02895415
20110223	0.00352765
20110224	0.00510278
20110225	0.00209343
20110228	0.01311601
20110301	0.00473212
20110302	-0.0035608
20110303	-0.00665372
20110304	0.01519375
20110307	0.01951894
20110308	0.00088469
20110309	0.00041948
20110310	-0.0175509
20110311	-0.0100236
20110314	0.0047854
20110315	-0.0180697
20110316	0.01380791
20110317	-0.01573179
20110318	0.00581464
20110321	-0.00266817
20110322	0.00494214
20110323	0.01302219
20110324	-0.00415629
20110325	0.01326214
20110328	-0.00118683
20110329	-0.00990406
20110330	-0.00058318
20110331	-0.01007039
20110401	0.01533837
20110406	0.01171499
20110407	0.00403193
20110408	0.00870528
20110411	-0.00594329
20110412	-0.00199794
20110413	0.01360479
20110414	-0.00547741
20110415	0.00160427
20110418	0.00014886
20110419	-0.01894066
20110420	-0.00001517
20110421	0.00655691
20110422	-0.00525416
20110425	-0.01526391
20110426	-0.00572691
20110427	-0.00664199
20110428	-0.01486836
20110429	0.00978563
20110503	0.00576624
20110504	-0.02556732
20110505	-0.00093
20110506	-0.00150986
20110509	0.00267829
20110510	0.00749578
20110511	-0.00257832
20110512	-0.0138279
20110513	0.00854075
20110516	-0.00883287
20110517	0.00502184
20110518	0.00749351
20110519	-0.00596933
20110520	0.00030763
20110523	-0.03159277
20110524	0.00107179
20110525	-0.01185638
20110526	-0.00399955
20110527	-0.0050598
20110530	-0.00296965
20110531	0.01592481
20110601	0.00086955
20110602	-0.01613091
20110603	0.01036638
20110607	0.00599729
20110608	0.00146126
20110609	-0.0188656
20110610	0.00340121
20110613	-0.00390961
20110614	0.01464572
20110615	-0.0101685
20110616	-0.01536894
20110617	-0.0087127
20110620	-0.00596786
20110621	0.01188563
20110622	-0.00016844
20110623	0.0168639
20110624	0.0236135
20110627	0.00297939
20110628	0.00172568
20110629	-0.01366328
20110630	0.01463917
20110701	0.00185934
20110704	0.02368391
20110705	0.00016656
20110706	-0.00281505
20110707	-0.00386356
20110708	0.00241804
20110711	0.00129616
20110712	-0.01808423
20110713	0.01614048
20110714	0.00305835
20110715	0.00421728
20110718	-0.0020103
20110719	-0.00879716
20110720	-0.00115019
20110721	-0.01048982
20110722	0.00289297
20110725	-0.03249685
20110726	0.00319376
20110727	0.00748211
20110728	-0.00634989
20110729	-0.00299228
20110801	0.00189766
20110802	-0.00716656
20110803	-0.00051076
20110804	0.00184103
20110805	-0.0212444
20110808	-0.03572834
20110809	0.00153549
20110810	0.0092667
20110811	0.01515516
20110812	0.00294741
20110815	0.01478418
20110816	-0.00695711
20110817	-0.00399299
20110818	-0.0179348
20110819	-0.00938167
20110822	-0.01063875
20110823	0.01555553
20110824	-0.00389224
20110825	0.03338766
20110826	-0.00090225
20110829	-0.01668608
20110830	-0.00388038
20110831	0.00177356
20110901	-0.00429959
20110902	-0.01082715
20110905	-0.02140985
20110906	-0.00747862
20110907	0.02048617
20110908	-0.00826889
20110909	-0.00181778
20110913	-0.01120279
20110914	0.00471643
20110915	-0.00148549
20110916	0.00181015
20110919	-0.0200147
20110920	0.00394884
20110921	0.03017269
20110922	-0.03079022
20110923	-0.00603569
20110926	-0.02193686
20110927	0.01032586
20110928	-0.01034543
20110929	-0.00858044
20110930	-0.00264277
20111010	-0.00940206
20111011	-0.00199055
20111012	0.03635202
20111013	0.00674541
20111014	-0.00331255
20111017	0.00496273
20111018	-0.02802452
20111019	-0.00352209
20111020	-0.02421528
20111021	-0.00501879
20111024	0.02742954
20111025	0.01892365
20111026	0.00998694
20111027	0.00219863
20111028	0.01939431
20111031	-0.00506087
20111101	0.00082365
20111102	0.01663003
20111103	0.00069647
20111104	0.00708742
20111107	-0.00995025
20111108	-0.00312106
20111109	0.00877659
20111110	-0.01891956
20111111	-0.00170026
20111114	0.02048237
20111115	-0.00200713
20111116	-0.02716528
20111117	-0.00303357
20111118	-0.02085634
20111121	0.00122386
20111122	-0.00008047
20111123	-0.00976057
20111124	0.00190015
20111125	-0.00731965
20111128	0.00130352
20111129	0.01369826
20111130	-0.03337077
20111201	0.02462404
20111202	-0.01017955
20111205	-0.01404601
20111206	-0.00200286
20111207	0.00472512
20111208	-0.00127757
20111209	-0.00853069
20111212	-0.01029375
20111213	-0.02250483
20111214	-0.01009525
20111215	-0.02364566
20111216	0.02107835
20111219	-0.00239318
20111220	-0.00307833
20111221	-0.01596924
20111222	0.00095335
20111223	0.00761103
20111226	-0.00994422
20111227	-0.01312669
20111228	0.00125377
20111229	0.00148618
20111230	0.01487436
20120104	-0.02003206
20120105	-0.00972703
20120106	0.00624234
20120109	0.03403912
20120110	0.03326057
20120111	-0.00479703
20120112	-0.00016012
20120113	-0.01679109
20120116	-0.02033137
20120117	0.04900561
20120118	-0.01561001
20120119	0.01905713
20120120	0.01447931
20120130	-0.01731967
20120131	0.0014386
20120201	-0.01431261
20120202	0.02356947
20120203	0.00798394
20120206	-0.00070628
20120207	-0.018516
20120208	0.028597
20120209	0.00039158
20120210	0.00173571
20120213	-0.0006473
20120214	-0.00389814
20120215	0.01090357
20120216	-0.00531062
20120217	0.0004022
20120220	0.00142683
20120221	0.00855666
20120222	0.01367051
20120223	0.0033802
20120224	0.01602296
20120227	0.00322883
20120228	0.00221714
20120229	-0.01063678
20120301	-0.00029991
20120302	0.0176885
20120305	-0.00642927
20120306	-0.01564202
20120307	-0.00688274
20120308	0.01259311
20120309	0.01081649
20120312	-0.0037158
20120313	0.01004747
20120314	-0.02833197
20120315	-0.00750832
20120316	0.01468546
20120319	0.00247378
20120320	-0.01732313
20120321	0.00129234
20120322	-0.00156118
20120323	-0.01192453
20120326	0.00097926
20120327	-0.00324797
20120328	-0.02836122
20120329	-0.01284092
20120330	0.0048217
20120405	0.0235977
20120406	0.0027857
20120409	-0.00979431
20120410	0.00987516
20120411	0.00009921
20120412	0.01999968
20120413	0.00389427
20120416	-0.00248406
20120417	-0.01249398
20120418	0.02282956
20120419	-0.00148082
20120420	0.01185643
20120423	-0.00791826
20120424	-0.00044896
20120425	0.00810789
20120426	0.00209445
20120427	-0.00202547
20120502	0.02183035
20120503	0.00299237
20120504	0.00905065
20120507	0.00069959
20120508	-0.00318642
20120509	-0.01905047
20120510	-0.00011289
20120511	-0.00763583
20120514	-0.00811174
20120515	0.00070349
20120516	-0.01632173
20120517	0.01526033
20120518	-0.01528727
20120521	0.00514767
20120522	0.0155765
20120523	-0.00405704
20120524	-0.00825796
20120525	-0.00853864
20120528	0.01616338
20120529	0.01382956
20120530	-0.00324047
20120531	-0.0038679
20120601	0.00036474
20120604	-0.02809343
20120605	-0.00007425
20120606	-0.00056275
20120607	-0.00595136
20120608	-0.00702153
20120611	0.01344515
20120612	-0.00707118
20120613	0.01592801
20120614	-0.00783527
20120615	0.00297998
20120618	0.00512451
20120619	-0.00875171
20120620	-0.00234892
20120621	-0.01583477
20120625	-0.02215995
20120626	-0.00065133
20120627	-0.00314471
20120628	-0.00877329
20120629	0.01479142
20120702	0.00147464
20120703	0.00141163
20120704	-0.00153926
20120705	-0.01401668
20120706	0.01738007
20120709	-0.02287866
20120710	-0.00386169
20120711	0.00783642
20120712	0.00973379
20120713	0.00059203
20120716	-0.02077017
20120717	0.00602985
20120718	0.00005799
20120719	0.00413363
20120720	-0.01066691
20120723	-0.01377134
20120724	0.0044643
20120725	-0.00669616
20120726	-0.00533456
20120727	0.0006901
20120730	-0.00567023
20120731	-0.00122871
20120801	0
20120802	-0.0100778
20120803	0.0080775
20120806	0.01354015
20120807	0.00136653
20120808	0.00038931
20120809	0.00916395
20120810	-0.00495501
20120813	-0.01992708
20120814	0.00216418
20120815	-0.01077632
20120816	-0.00512519
20120817	-0.00266848
20120820	-0.00505299
20120821	0.00517423
20120822	-0.00782729
20120823	0.00287943
20120824	-0.01151942
20120827	-0.02086409
20120828	0.00458217
20120829	-0.0105432
20120830	-0.00155318
20120831	-0.00293935
20120903	0.01065822
20120904	-0.01075225
20120905	-0.00205497
20120906	0.00815499
20120907	0.04480075
20120910	0.0040955
20120911	-0.00635243
20120912	0.00353823
20120913	-0.00931437
20120914	0.00743106
20120917	-0.02454287
20120918	-0.01039089
20120919	0.00492117
20120920	-0.02238852
20120921	0.00141624
20120924	0.00748502
20120925	-0.00242381
20120926	-0.01142909
20120927	0.03058735
20120928	0.0183815
20121008	-0.01005621
20121009	0.0220744
20121010	0.00170678
20121011	-0.00928954
20121012	0.00086861
20121015	-0.00419608
20121016	0.001438
20121017	0.00114875
20121018	0.0153338
20121019	-0.00154532
20121022	0.00391002
20121023	-0.01260255
20121024	-0.0018598
20121025	-0.00716706
20121026	-0.01891116
20121029	-0.00536498
20121030	0.00180245
20121031	0.00667
20121101	0.01909687
20121102	0.00386878
20121105	-0.00211985
20121106	-0.00420091
20121107	-0.00205042
20121108	-0.01840429
20121109	-0.00199963
20121112	0.00487746
20121113	-0.01750117
20121114	0.00482273
20121115	-0.0132652
20121116	-0.00746711
20121119	-0.00103342
20121120	-0.0046483
20121121	0.01386682
20121122	-0.00790469
20121123	0.00694818
20121126	-0.00778955
20121127	-0.0114727
20121128	-0.00998772
20121129	-0.00633114
20121130	0.01133442
20121203	-0.01439948
20121204	0.01072623
20121205	0.0358485
20121206	-0.00193851
20121207	0.01958613
20121210	0.01081112
20121211	-0.00552608
20121212	0.00410449
20121213	-0.01108137
20121214	0.0504896
20121217	0.00459703
20121218	0.00059999
20121219	0.0012626
20121220	0.0057821
20121221	-0.00537567
20121224	0.00388702
20121225	0.02821243
20121226	0.00376572
20121227	-0.00530188
20121228	0.0145055
20121231	0.01729804
20130104	0.00057869
20130107	0.00458721
20130108	-0.00420349
20130109	0.00031679
20130110	0.00175763
20130111	-0.01870725
20130114	0.03805527
20130115	0.00703332
20130116	-0.00723074
20130117	-0.00944088
20130118	0.01671916
20130121	0.0059566
20130122	-0.00536214
20130123	0.00406639
20130124	-0.00947282
20130125	-0.00429386
20130128	0.03118207
20130129	0.00905402
20130130	0.00479844
20130131	-0.00068062
20130201	0.02100578
20130204	0.0017169
20130205	0.00860617
20130206	0.00150089
20130207	-0.00575321
20130208	0.0042973
20130218	-0.01236051
20130219	-0.0189445
20130220	0.0063412
20130221	-0.03407409
20130222	-0.0053437
20130225	0.00321959
20130226	-0.01434187
20130227	0.01054681
20130228	0.03031202
20130301	-0.00167955
20130304	-0.0461324
20130305	0.0302822
20130306	0.010443
20130307	-0.01159158
20130308	-0.00479103
20130311	-0.00558511
20130312	-0.01417622
20130313	-0.01100711
20130314	0.0026825
20130315	0.00220971
20130318	-0.01471729
20130319	0.009035
20130320	0.03368975
20130321	0.00184662
20130322	0.0012696
20130325	-0.00198983
20130326	-0.01456125
20130327	0.00329314
20130328	-0.03260268
20130329	-0.00168847
20130401	-0.00075749
20130402	-0.00272743
20130403	-0.00114222
20130408	-0.00452981
20130409	0.00692877
20130410	-0.001655
20130411	-0.00298957
20130412	-0.00636431
20130415	-0.01027168
20130416	0.00934415
20130417	-0.00045536
20130418	0.00259511
20130419	0.02798548
20130422	-0.00124712
20130423	-0.03208636
20130424	0.01882448
20130425	-0.01109962
20130426	-0.00833509
20130502	0.00095207
20130503	0.01766382
20130506	0.01326562
20130507	0.00156771
20130508	0.00508312
20130509	-0.00590294
20130510	0.00516261
20130513	-0.00396326
20130514	-0.01478997
20130515	0.00545052
20130516	0.01826138
20130517	0.01541107
20130520	0.00677456
20130521	0.00200796
20130522	0.00121613
20130523	-0.01343758
20130524	0.00556749
20130527	0.00090866
20130528	0.01722195
20130529	-0.00068069
20130530	-0.00311819
20130531	-0.01058717
20130603	-0.00146177
20130604	-0.01419723
20130605	-0.00199948
20130606	-0.01276684
20130607	-0.01728346
20130613	-0.03390281
20130614	0.00701268
20130617	-0.00535012
20130618	0.00620258
20130619	-0.00743359
20130620	-0.03303107
20130621	-0.00175751
20130624	-0.06307959
20130625	-0.00266672
20130626	0.00133
20130627	-0.0034866
20130628	0.0184659
20130701	0.00576196
20130702	0.00391267
20130703	-0.00816839
20130704	0.00823566
20130705	0.00219174
20130708	-0.02839437
20130709	-0.00043908
20130710	0.02839083
20130711	0.04614063
20130712	-0.02205709
20130715	0.01403288
20130716	0.00457244
20130717	-0.01510451
20130718	-0.01643129
20130719	-0.02442848
20130722	0.00534586
20130723	0.02890759
20130724	-0.0073703
20130725	-0.0050997
20130726	-0.00610901
20130729	-0.02160062
20130730	0.00616736
20130731	0.001658
20130801	0.02386663
20130802	0.00084619
20130805	0.01382573
20130806	0.00671983
20130807	-0.00567657
20130808	-0.00168375
20130809	0.00405397
20130812	0.02921247
20130813	0.00266917
20130814	-0.00423472
20130815	-0.01170671
20130816	-0.00751213
20130819	0.0118439
20130820	-0.00813235
20130821	-0.00167786
20130822	-0.00201855
20130823	-0.0073787
20130826	0.02129055
20130827	0.00225208
20130828	-0.00547657
20130829	-0.00418804
20130830	-0.00189793
20130902	0.00277885
20130903	0.01472198
20130904	-0.00161393
20130905	-0.00381163
20130906	0.00684961
20130909	0.0351305
20130910	0.01404567
20130911	0.00323247
20130912	0.00989573
20130913	-0.00740191
20130916	-0.00422275
20130917	-0.02060612
20130918	0.00213816
20130923	0.01635348
20130924	-0.01148733
20130925	-0.00608047
20130926	-0.01835712
20130927	0.00441613
20130930	0.00587481
20131008	0.01360293
20131009	0.00482019
20131010	-0.00988759
20131011	0.01613209
20131014	0.00163256
20131015	-0.0020303
20131016	-0.01870299
20131017	-0.00332043
20131018	0.00527073
20131021	0.01865996
20131022	-0.01029005
20131023	-0.01120247
20131024	-0.00743439
20131025	-0.01330967
20131028	-0.00110194
20131029	0.00257825
20131030	0.01493223
20131031	-0.01401887
20131101	0.00473518
20131104	-0.00189102
20131105	0.00139469
20131106	-0.01266901
20131107	-0.00553202
20131108	-0.01392835
20131111	0.00344028
20131112	0.01041068
20131113	-0.02217094
20131114	0.00715872
20131115	0.02006075
20131118	0.0332535
20131119	-0.00689201
20131120	0.00526085
20131121	-0.00612821
20131122	-0.00499172
20131125	-0.00389081
20131126	-0.00050657
20131127	0.01133441
20131128	0.0103749
20131129	-0.00024185
20131202	-0.00826179
20131203	0.00991818
20131204	0.0132472
20131205	-0.00280388
20131206	-0.00644599
20131209	-0.00057905
20131210	0.00099965
20131211	-0.0165327
20131212	-0.00113563
20131213	-0.00140248
20131216	-0.01608882
20131217	-0.00487348
20131218	0.00036072
20131219	-0.01052931
20131220	-0.02326778
20131223	0.00283565
20131224	0.00159765
20131225	0.00736808
20131226	-0.01725731
20131227	0.01684081
20131230	-0.00174519
20131231	0.01329443
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
