"Stkcd","Alpha_2009/1","Alpha_2009/2","Alpha_2009/3","Alpha_2009/4","Alpha_2009/5","Alpha_2009/6","Alpha_2009/7","Alpha_2009/8","Alpha_2009/9","Alpha_2009/10","Alpha_2009/11","Alpha_2009/12","Alpha_2010/1","Alpha_2010/2","Alpha_2010/3","Alpha_2010/4","Alpha_2010/5","Alpha_2010/6","Alpha_2010/7","Alpha_2010/8","Alpha_2010/9","Alpha_2010/10","Alpha_2010/11","Alpha_2010/12","Alpha_2011/1","Alpha_2011/2","Alpha_2011/3","Alpha_2011/4","Alpha_2011/5","Alpha_2011/6","Alpha_2011/7","Alpha_2011/8","Alpha_2011/9","Alpha_2011/10","Alpha_2011/11","Alpha_2011/12","Alpha_2012/1","Alpha_2012/2","Alpha_2012/3","Alpha_2012/4","Alpha_2012/5","Alpha_2012/6","Alpha_2012/7","Alpha_2012/8","Alpha_2012/9","Alpha_2012/10","Alpha_2012/11","Alpha_2012/12","Alpha_2013/1","Alpha_2013/2","Alpha_2013/3","Alpha_2013/4","Alpha_2013/5","Alpha_2013/6","Alpha_2013/7","Alpha_2013/8","Alpha_2013/9","Alpha_2013/10","Alpha_2013/11","Alpha_2013/12"
637,-0.00788591884444971,-0.00210392027776275,0.000992520453562961,0.00592766880291547,0.0067148631959477,-0.00566048289141205,0.0186556795543379,-0.000316720732925872,-0.00766958880986358,0.00380891136714078,-0.000840603217172245,0.00056044414974149,0.000791042441912005,-0.00271890359246578,0.000436238182860465,-0.00107905462085432,0.000350115685575076,-0.0011845060801225,0.00485820852176499,-0.00382488831963697,5.2295524174313e-05,0.00498497832734419,-0.000241666884176024,0.00401963625429269,-0.000948373050652774,-0.000860053351936535,0.0034543461974138,-0.0019077591932016,0.00415740124114769,-0.0062362163029851,-0.00143984354473588,0.000822918907799678,-0.00320426427816806,-0.00512717255442926,0.0010268990440882,-0.00820804952444146,0.00151451367180005,-0.00182306092609893,0.000962572945107866,0.00893730821904492,-0.0024123238521128,-0.00278908955887506,-0.000133042368216818,0.0037310448405962,-0.00184236319218598,0.00191166832525293,0.000707613013211176,-0.00109113172762053,-0.00167138298475075,0.0155897250057672,-0.00499699650923607,0.00436109463293949,-0.00270168274156495,-0.00437506197546757,0.000105136193810357,-0.000334629256184822,-0.0025094767528502,0.013091604771435,-0.000582883643434312,-0.00193266506867766
638,NA,NA,NA,NA,NA,0.382101611613472,-0.00105461816378955,-0.00286402725541959,-0.0019142753827568,-0.00334780305286951,NA,-0.0114634407525664,-0.00665873559039302,0.000319727391821144,0.000857544283531803,-0.00577123880203523,-0.00323096353099867,0.00364270332601006,0.00093594345368458,-0.00265864094851839,0.00289211032289013,-0.00955743947153119,-0.00313390476391151,0.000156051699662161,-0.000826222601187723,0.000639583842113143,0.00189137084550123,0.00044083501800024,0.00323912536330212,0.00351340750134876,0.000415825116231377,-0.000600000288452368,-0.00126963862638769,NA,-0.00472180935930024,-0.00292909684553081,-0.000953273739269183,0.00206134164516219,0.00286397488433467,-0.00625492908099425,-0.000102942792344169,0.000487210117425603,-0.00187427480334591,0.00245113841634074,-0.000174904688862486,0.0180835042460589,0.00417647388437647,0.00540360522333622,-0.00583839881250579,0.0148396252774014,NA,NA,0.0185070849477315,0.00158185479464957,-0.000788044721409779,-0.00171542616654707,0.00781888556639301,-0.00389664920567369,-0.0013826749622547,-0.00278774096054428
639,-0.00177913264000304,-8.21877167813846e-05,-7.36087900926236e-05,-0.00918709373155799,0.000931777687817185,0.00964407104987266,0.00403477804016027,NA,-0.0046172127350049,0.00916349735872845,-0.00429344459140737,0.00779558923965551,NA,0.0351784069821061,0.000769545520143174,0.00737802441176568,0.00135614996079102,0.00480463368423725,-0.00173374001323074,0.0090631886138525,-0.00454548020132436,0.00109687231401597,0.00931955303769056,-8.87074714710568e-05,0.00588853815772181,0.000947711339066836,-0.00706152945089444,-0.000605414127196059,0.00158192827663762,0.00465561432831906,0.00491464652618088,0.00496344454601645,-0.00140319340650951,0.00371298364159199,0.00407270076923426,-0.00691312919323309,-0.0149415291242914,0.0021966027518691,0.00176272349305508,-0.00460352865038954,-0.00355657722964474,0.00153166518430398,0.00447294319097505,0.000587218725218644,0.0080994788047047,0.00215430261529235,-0.00777921203368384,0.00018550337585396,0.00106311603822444,0.00842134852786787,0.00172649080670267,-0.000803721251296725,-0.0032082766443266,0.00104755346356997,0.00654492731315252,-0.00553017530241463,-0.00428712478230928,0.00664512324741343,0.000623307578390984,0.00562232601178543
650,0.0061951825450084,0.00418749811681808,-0.00247976105002173,0.0064095227837688,-0.0047423463357054,-0.00057665396672957,0.000922224879229865,0.0098235484964467,0.000229458289465838,0.00293922823999414,-0.00312622436962183,0.0033442357032483,0.00910211455114253,0.00314475826011595,-0.00075684779041317,0.0038532844980102,0.00403660746835042,-0.00137208794469658,-0.0026011135634458,-0.000392063852889356,0.00987355128318581,-4.84699939548448e-05,0.0121056337179305,-0.00537685710528647,-0.00449872777839193,0.0014402121015006,-0.00444871896263741,0.00447237916950297,0.00353669053432714,0.000585182805334282,0.00535046936430862,0.00130091727614678,-0.00268700764144745,-0.000412392158700426,0.0013643870216966,-0.00220234303491137,-0.00791587930509915,0.00636624069949114,0.000782227361279228,-0.00791202720279742,-0.000632519786724362,0.00644711883173252,-0.002508249053097,-0.00406442389708034,-0.00352680053937868,-0.00516920282215205,-0.00464884941836171,0.00134208926472192,-0.00438455944249882,0.00870030424522972,-0.00235699891134276,-0.00316976815290981,0.00397962405861901,-0.000957799534923037,-0.00136632407039109,0.00107023519065808,0.00376980633027974,-0.00531362883071912,-0.000317587807408572,-0.000589593187347626
651,-0.00463260014816573,0.00541230895435792,-0.000424087467921617,0.0053821298525907,-0.00319318618940621,-0.00259442712853701,-0.00132218503303677,0.00251724141153901,0.00422844293694418,0.00964969364009878,-0.00369013861142734,0.00181060280237057,-0.00667776450435017,0.0032613243587045,0.0024955493887274,-0.00793063942940953,0.00234156263663854,-0.000499322040673612,0.00076663186688802,-0.00160497551425324,-0.00486800504077753,0.00473644761112782,-0.000800274470521717,0.00267805588598431,-0.00111796348280039,0.00791543205066885,0.00404732808754471,-0.000227119153785389,0.00353729302191785,0.00325969270196414,-0.000312948870663819,-0.00251742176886362,0.00295907396873427,-0.0035380087610619,-0.00351998374681554,0.00257561086905687,0.00316874062287517,0.00172177581820356,0.00355667205794588,0.000894377857370521,0.00120342982672712,-0.00282627786951609,0.00411189259776786,-0.0021053340436391,0.00136416453116464,0.00513961592651334,0.0027754633107553,0.00146023893943778,0.00367904638683723,-0.00153188064096106,0.00127525237413015,-0.00402938790908323,-0.0063735124962424,0.00462424825512634,0.00255564811803097,-0.00190093571039151,-0.00070465448424013,0.00975424081053705,-0.000837755724205571,0.00520052768304691
652,NA,-0.00329809864518017,7.68595207403227e-05,0.00180105526199871,-0.00284321290456748,-0.00609549737325363,-0.00194211826954644,0.00150252975771598,0.000217210709242495,0.00105066207363624,0.00300982241966951,-0.00338107300724356,0.000216425044026719,0.00717550385704403,-0.001734260633888,0.010569437671552,-0.00372634254474122,-0.00060626819521838,-0.00169362406025373,-0.000880999401278921,-0.000496095880211728,0.00651116345420942,-0.00601600209748961,NA,NA,NA,NA,NA,NA,NA,-0.00506432096496489,-0.0031449748576089,-0.00266321106654687,0.00369626994281807,0.00159399208740693,-0.00241636553150425,-0.00311442945389867,-0.00103329593687708,-0.0044506199149364,0.0107016670914613,-0.00541784656817693,-0.00135821744471796,-0.00123652274757894,0.000535570700620732,-0.000940858083840724,0.0048238310232687,-0.00172794766849988,-0.00245230537002816,-0.00277022708065215,0.00067414126297704,0.00193551584244594,0.00272408731313499,0.00164493183827298,-0.00639798643201468,0.00259354148127609,0.0062309878375971,-0.0078605121372492,0.00836785443065929,0.00424577101273459,0.00251879585115606
655,0.00488561464044975,0.00195313154576026,0.014094372612269,-0.00764430284042879,-0.00124015778163989,0.0069638104054491,0.0150507500131289,-0.00317810335019261,-0.00480502466843867,-0.00417845718515135,0.00386846019166949,-0.004751205066972,-0.000695071338641204,-0.00130678493969174,0.00564039263838451,0.00642741978986373,-0.00555834463364234,-0.00771422090585131,0.00128130275256347,0.001017002449505,-3.63391751768703e-05,0.00791568285485696,0.000940681645205338,0.00480476488342131,-0.000132228060732425,0.00147853667755443,-0.0048082548998823,0.000835570470806877,-0.00090759426333333,-0.0016750542625585,0.000648262093194885,-0.000133623645805406,0.00337289144439334,-0.00200415843717894,0.00156809555024119,NA,NA,0.00931621422309284,-0.00323414591454128,-0.00509870300437176,-0.0017732358149001,-0.00452589738507105,-0.000872818117584971,0.000826758466197216,0.00652786042948573,-0.000195476992570311,0.000283402240668424,0.00326469506893003,-0.00332773856731089,-0.00334248547197744,-0.00287345596841437,-0.00109202294221361,-0.00561182905011991,-0.0055479977306862,-0.00289418153845505,0.002656899310659,-0.0039474842361222,-0.000608758832046814,0.000144479726824071,0.000299770609951439
656,0.000716811769259696,-0.00107672169340065,0.00905545155708746,NA,NA,0.0383932459041647,0.0210070919011159,-0.00174249644137043,-0.000243726297097875,0.00282945092963598,0.00718519881521039,-0.00639521293621938,-0.0048755986166915,0.0021566881577457,0.00118428963165943,-0.0121397520621793,-0.00529175160178261,0.00198700408563995,0.00750119425368311,-0.00616335027809095,0.000970374829713679,-0.00274323952437732,-0.00328355726949293,0.00315864264250037,-0.00125165222842458,0.00977107584365011,0.00513651574928224,0.00492791721497893,2.96119952699764e-05,0.00180632565383388,0.00212160985330983,0.0023878670741467,-0.00428544306595178,-0.00537756335640734,-0.00284480942223211,0.0108243632204713,-0.00576968318146515,0.00659374272632353,0.0011439865147156,0.00138747475727043,-0.000922251465995015,-0.0126714631666857,0.000256345657296617,-0.00361401163603393,-0.00186874782266719,0.00944102334025541,0.00653138194466915,0.0125459583258123,-0.00705011143628191,0.00288071696237957,-0.00562306109878915,0.000365819145611775,-8.81044867523537e-06,0.00581538644616518,-0.00217521241978563,-0.000829302273800778,-0.0060042920570518,-0.00443587662553592,-0.0063801271191733,-0.00297115415211031
657,-0.000199276964494526,0.0130905454317962,0.00218424583525052,-0.000120501821852468,-0.00107444971143257,0.0164790792885603,0.00288740437901757,-0.00558175248294435,0.00208788741296214,NA,NA,0.00330216942039505,-0.00333076444978876,-0.00649163207139925,0.010573995030945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00583313108981518,-0.0015572970124521,0.00214409232092769,-0.00798810497316705,0.00858894016372164,-0.00211778784186781,-0.001416405500721,-0.00209319682623283,0.0022378093571697,0.00148924893691381
659,-0.00407869082902748,-0.002681731757954,0.00137237107396983,-0.00566818640763432,-0.00128263818281136,0.000437559237895996,-0.0031511242055042,0.0133974107473677,0.00305673236366484,0.000764988162127444,0.00118864778098273,0.00216917179257836,0.000137199008788558,0.00134817004473444,0.00232867764496614,0.00237163277920902,-0.00224125510906877,-0.000134797340486036,0.0022862520629997,0.000479874132277078,-0.00238410978567777,-0.00146196770549465,0.00722412441235107,-0.00170841875302458,-0.00340795090574881,0.00536565350874867,0.0131755029215744,0.00799066821958689,0.00179409977193187,-0.00081273369232207,0.00538021931724731,-0.00460681925496605,-0.00401930863600785,0.00017384208830916,0.00392380923403788,-0.00640175893220617,-0.00774067017679219,0.00180484443373355,-0.0018040507155238,0.0130442163914897,-0.00836864976201859,5.37419200153801e-05,-0.00417638587531781,0.00013995844282953,-0.00270320753310677,0.00535012744561856,-0.00163222433334318,-0.00182557347636408,-0.00383041583956507,-0.00146012853326142,-0.00191801439771898,-0.00197649307661076,-0.00116902021787943,-0.00332396287447057,-8.47104910081327e-05,0.00932507436305216,-0.00118063127266433,0.00104588323699778,0.000547709315307771,0.00478642918600636
661,0.0176907388093799,0.000527443214843513,0.00386234322086613,-0.00551494353509709,0.00444873681362833,-0.0072101707143345,0.0125127846332733,0.000533677287461199,0.00103357087818662,0.00780040229931415,-0.00350088931901066,0.00154697388661032,0.0144445298281667,0.0022589916683833,0.00340790540030233,0.0135211746771663,0.00636839736978695,-0.00987346587885514,0.00123825881372487,0.00804371862421583,-0.000213863177069939,0.00292427450735571,0.010628386104821,-0.00445936080090153,-0.00432093521335987,-0.00181248210768462,-0.00526866980604367,-0.00292554133017985,0.00451137223251285,0.00121019919386675,0.00118293798111314,-0.00212287938677617,-0.0017696268140926,-0.00471927722692511,0.00721014612814382,-0.00499830201538359,-0.0073178388877844,0.002356538146323,0.00122666547589709,NA,0.00538475270850881,0.00719844457126334,0.00338175728561483,0.00362613715769591,-0.00198895670278996,0.0125925726704023,-0.00442734116226097,0.00439207794645736,0.00531045418988679,0.00896312487916243,0.00137178059924509,0.00417644428359786,-0.00174990198569649,0.00952431138886132,0.00343748325387235,0.000729229160395763,0.000192412105361746,-0.00490955937782803,0.00570454010845168,0.000544959887623992
662,0.00557438170067323,-0.00526024202457135,0.00109398097891948,0.00187479342148177,-0.00102367997369776,-0.00381844315848392,-0.00358795564318517,0.00840931687039693,-0.00420434286860043,-0.00321737314945283,0.00154838081830942,0.0013099376381135,0.00412981620331218,0.00877471310088698,-0.0014179693833992,0.00758441064966687,-0.0061856152017306,0.00395078820246515,0.000605359505595464,0.0024279218886285,0.00241015362956771,0.00433692238360864,0.000125073745312826,-0.000157512876319336,-0.0070249151459937,0.0078129622206645,0.00358069197104108,0.000525942059640443,0.00333636369752267,0.00117904047265316,0.00230866164725621,0.0037312031160913,NA,NA,-0.00147348284033699,-0.00476570945921939,0.0109633175886244,0.00110114485402866,0.000985024510601931,-0.00388600350943702,0.00216784067386667,0.00520531910631498,-0.00364985309478077,-0.00143769402203015,0.00124975673764085,0.00268139618583159,-0.00105619599162623,-0.0046252177610267,0.00332064067527595,0.000848402037618188,0.00869504490556047,-0.00309997529167156,0.0027591442353842,0.0061773982152803,0.00415204028145232,NA,NA,-0.00970999089903215,-0.00285208149280743,-0.00519791627301459
663,0.00294800231295625,0.00785026476818118,-0.00284522618227712,-0.00705906426039446,0.00510164126872588,-0.00247670305044359,-0.00765169469070149,0.000893924706955036,-0.00149243179638881,-0.00239253295535972,0.0056655471268757,0.00317713528981661,0.000961938652142227,0.0121888793447942,-0.00392647155920402,0.00207971588598067,-0.00291736211262733,-0.000971947687363926,0.00645932130074551,-0.000785657566740288,0.00421489398552179,-0.00978956933381108,0.00565916939518663,-0.00161797125184956,-0.00587815169008337,0.00614876767492246,0.00264127716455733,-0.00604544014237276,0.000451650933252287,0.00172883353460288,-0.00125245292436578,0.000721958021255767,-0.00206392772664715,0.00136676604464889,0.00537928375544078,-0.00783683848721509,-0.00671683985356475,0.00348287073996673,-0.00186695310549029,0.00422159299750291,0.0305540734507823,-0.00779125668432876,-0.000312426327064133,0.0142893004567416,0.00994757575694664,-0.00445529386483437,-0.000488040152577002,0.00177783826279673,-0.00137971506945584,0.00327063917804057,-0.00555414479410234,-0.00386058438688,0.00423017444895895,-0.00400687847126738,0.00197638296495166,-0.00112748340080439,0.00746804121064915,0.0131637548116282,0.00255447351667598,-0.00132950253628143
665,0.00475407576740832,0.00691464550966342,0.0106793277283331,-0.00646663903443354,0.00809158711034383,0.00199968460588227,0.0056196536753689,-0.000372676765840201,0.00935370700857348,0.0103459020084449,-0.00421702069465501,-0.00547145172079164,0.00116320970028354,0.0127477422031412,0.0136867706150869,NA,0.0150965031073275,-0.00471061945331219,0.00140667027026239,0.0005267306615974,0.00512986649962975,-0.00562437500312468,0.00343950083267991,-0.00277543982676205,-0.00236766704374829,0.00065130451165581,0.000450812474344353,-0.00403277427434962,-0.00150976946924504,-0.00270094999901348,0.000424775079391913,0.00100457119770792,-0.00232926785230467,0.0124224690474105,0.00737469214949613,-0.00372663117795175,-0.000655300385944923,0.00244936213388128,0.00728100086475457,-0.00315451323882451,0.00587997628803303,-0.0110557495079426,-0.00151200960172596,-0.00038543830724439,-0.005416821774696,0.000246136206985723,-0.00528513579037635,-0.000454036511434003,0.00356894877102243,0.00506866333830882,-0.00590539504206687,NA,NA,NA,0.0130918717971867,-0.0060810998240182,0.00680203491364317,-0.00786378662009468,0.000429778736637733,-0.00162330242619449
666,0.00642337690092495,0.00507353597146857,-0.00484694984981809,0.00358160933840216,-0.000762465855657112,-0.00479408984191537,-0.00172705047324233,0.00641606882193123,0.0259637723381946,NA,0.0113410774911006,0.0152908792618329,NA,-0.00926765643227658,0.000143021091850357,-0.00269751295707979,0.00123681888988831,0.00494287907217221,-0.00310431014963521,0.000443911709167213,-0.0049198716442891,0.00375203559759258,0.0128660627536222,0.00310887839478052,0.00100385992968273,0.00371797256280062,-0.000658293295458291,0.0081162037417417,-0.00259947642670503,0.00670107316319887,-0.00334394329907434,0.00213718679781882,0.000887165328422706,-0.000100224953964497,-0.000971400048813239,-0.00350428883921763,-0.00588166045144764,0.00753960430023616,-0.00154758493856395,0.0142678503719563,0.0018967821435959,0.000313099239262403,0.00229492779426235,-0.00399631549922992,-0.00258353630702754,0.000863458445635101,0.00599796160132841,-0.00660395106709398,-0.000380091643198267,0.00412464623792499,-0.00718331950388139,-0.00088146494427363,-0.00379741025794587,-0.00681631155410434,0.00483730217075633,0.00873719440338874,-0.010650919798646,0.00071534657519859,0.00112376223578909,NA
667,0.00109086971631055,-0.00224639547025382,0.00186200848805274,-0.0017899954718121,0.00378341113109512,0.00120908812458744,0.0061524194751572,-0.00136989765764764,0.00485825889799617,-0.00165843052053444,0.0020146678646195,-0.00691734230173132,0.000480667748124217,0.00216481386053865,0.00384972124526341,-0.00521510112465339,0.00321582824558488,-0.00100451753059996,0.00821572405747018,-0.00722255332302608,-0.00523947676335133,3.22950626005306e-05,-0.00317795006254349,-0.000911036523454518,0.00237386673830456,-0.00238305503957757,0.00533785010483187,-0.0027151890812364,0.000107363451651492,-0.0016877219190942,-0.00219369625712656,0.00198806002342356,-0.00329840794708254,0.000203138824039947,-0.00181824556253922,0.00197009646661071,-0.000168078127214412,-0.00120020584741833,-0.000673976745021485,0.00170090533062024,-0.00284883795944203,-0.000965103910465864,-0.000614554164919902,-0.000202560676325875,-0.000932026910124045,0.00440176497838147,0.0038499343143126,0.00103086678899138,-0.00366475988864675,-0.000427980254862426,-0.00229783246276218,-0.000164046524386152,-0.000817018572398174,-0.00194763172293774,-0.00118255048815262,0.00237824004470501,-0.00329948010642441,0.000264103386610675,-0.00166945844507304,-0.000789660993675717
668,NA,0.000165147709261288,-0.00258915930998224,-0.00808759767944496,0.00741127549547262,-0.00849611283553448,-0.00683188249330819,0.00368113031040236,-0.00147834921712593,0.00375553057224011,0.000280219431066956,-0.00386656466023898,-0.00168047168081414,0.000138694916724952,0.00554403725129729,-0.00533635813539087,0.00414404890250409,0.00283979681051906,0.00521269597946501,-0.00247975339593375,-0.00457850422230917,0.000671745054585268,-0.00433031085148628,0.00114582182363013,0.00225855353753541,-0.000471265381176193,0.00188954424600149,-0.00392662643543299,0.000749300717822683,-0.000248060027399247,5.96344534389238e-05,0.00524871285085511,4.61520668172808e-05,-0.000728361966280445,-0.000323847033731516,-0.00372478067236954,-0.00583168796144648,0.00206618503207573,0.00831268078767965,-0.00607202781505309,0.000982606998619195,-0.00195500794698865,5.79164929615926e-05,0.00245914325297447,-0.00368137215651025,0.00265231277928014,0.00275748209393924,-0.0007941191491293,0.00845108144537726,-0.00315883055612076,0.00392711974191093,0.00413085533068529,-0.00014536013832304,0.000766320368242288,NA,NA,NA,NA,NA,NA
