Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
600531,豫光金铅,0.16,0.5148,6.3581,73.8127,3.8186,79.2395,87.0214,3.8948,0.4635,2.6094,0.814,1.2336,0.4445,2.899,3.1285,376.1701,2.1948,14.045,1.7562,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
600532,宏达矿业,0.48,0.053,2.2703,45.7125,1.842,16.2624,78.8769,33.5409,21.7192,22.3843,10.0943,0.451,0.4046,0.842,5.1774,17.949,1.7587,1.3646,0.4648,CSRC黑色金属矿采选业,Wind材料Ⅱ
600533,栖霞建设,0.3012,0.2955,3.4037,67.6367,3.0899,87.7877,60.4054,41.7694,15.9206,9.0888,3.694,2.1487,0.7226,2.2999,0.2347,195.844,0.2692,108.4366,0.2339,CSRC房地产业,Wind房地产
600535,天士力,0.82,0.875,8.221,43.8072,1.7796,59.5662,82.4204,30.658,8.5168,20.2007,11.2192,1.6498,1.2756,0.8175,7.3446,8.8045,2.2033,6.0824,1.3175,CSRC医药制造业,Wind制药、生物科技与生命科学
600536,中国软件,0.26,-1.0379,5.6226,52.7264,2.1153,76.5185,86.7341,39.7232,3.464,4.5189,2.6372,1.6732,1.308,1.4502,3.0758,4.0122,0.9956,6.999,0.7613,CSRC软件和信息技术服务业,Wind软件与服务
600537,亿晶光电,-1.42,-0.3739,2.4283,75.1105,4.0178,39.5174,82.6428,-0.0186,-35.041,-44.809,-13.896,0.6366,0.4551,3.0928,3.5656,3.042,0.9045,0.8706,0.3966,CSRC电气机械和器材制造业,Wind半导体与半导体生产设备
600538,北海国发,-0.39,-0.0863,0.1008,85.0809,6.7028,40.4576,99.642,15.0638,-19.2311,-132.1211,-15.9359,0.4772,0.3523,18.5597,7.2904,6.1424,2.1951,1.6304,0.8287,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600539,ST狮头,0.01,-0.1106,2.6258,12.8795,1.1478,83.9478,97.6605,11.2423,0.7719,0.4131,0.251,6.6741,6.2939,0.2077,5.2488,5.6044,0.3943,2.4745,0.3251,CSRC非金属矿物制品业,Wind材料Ⅱ
600540,新赛股份,0.1152,2.43,2.3387,66.0894,2.9489,59.3745,89.5028,2.2723,0.4719,5.041,0.4763,1.0038,0.7549,2.2563,3.6395,12.9824,1.5318,5.4257,1.0094,CSRC农业,Wind食品、饮料与烟草
600543,莫高股份,0.16,0.2696,3.5608,11.2745,1.1271,64.1755,89.1379,62.1315,13.9225,4.4978,4.0156,6.3857,4.5574,0.1271,0.5615,6.6018,0.4428,0.9554,0.2884,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600545,新疆城建,0.23,-0.1789,2.8634,72.324,3.6132,84.0396,80.2136,14.6678,5.9524,8.305,2.482,1.4486,0.4964,2.6431,0.6563,3.4284,0.5087,3.3793,0.417,CSRC土木工程建筑业,Wind资本货物
600546,山煤国际,0.39,-0.6452,8.0789,76.1872,4.1994,59.9864,86.7701,5.8446,1.5693,8.8581,3.7458,0.9074,0.7564,4.3134,21.3365,13.9384,3.6505,15.7732,2.387,CSRC批发业,Wind能源Ⅱ
600547,山东黄金,1.53,1.6758,5.4092,49.5101,1.9806,17.3422,83.0255,9.9585,4.4138,32.482,14.7208,0.4219,0.2716,1.123,46.3018,3791.3146,15.7937,10.1137,3.3352,CSRC有色金属矿采选业,Wind材料Ⅱ
600548,深高速,0.314,0.7019,4.373,55.0875,2.2266,11.1731,29.1653,51.805,23.1793,7.3052,2.9767,0.6954,0.6947,1.3984,456.1874,8.9362,1.1585,2.7099,0.1284,CSRC道路运输业,Wind运输
600549,厦门钨业,0.75,2.4806,6.072,56.1067,2.2783,60.0358,79.6929,25.7557,9.9661,14.422,6.9095,1.3427,0.4699,1.8681,1.2492,8.5331,1.0978,2.9813,0.6933,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
600550,*ST天威,-1.13,0.0799,4.1388,61.2223,2.5788,47.9102,57.1881,5.8275,-50.3012,-24.7209,-10.3552,1.3684,0.9859,1.7261,1.551,1.2408,0.4153,0.9482,0.2059,CSRC电气机械和器材制造业,Wind资本货物
600551,时代出版,0.6114,0.7006,6.1988,30.7268,1.4436,69.8488,93.5801,19.2641,10.1276,10.3589,7.2307,2.4292,1.87,0.4604,3.3321,8.4714,1.0123,5.1014,0.714,CSRC新闻和出版业,Wind媒体Ⅱ
600552,方兴科技,0.76,0.4609,4.4036,45.4645,1.8337,65.6292,83.7069,26.0192,14.8829,31.4839,13.7965,1.7245,1.3894,0.9396,4.4273,3.8961,1.3929,3.0908,0.927,CSRC非金属矿物制品业,Wind材料Ⅱ
600555,九龙山,-0.14,-0.0572,1.2375,43.0688,1.7565,32.3977,99.7065,49.3403,-146.0765,-10.8576,-6.5991,0.7544,0.1157,0.768,0.0885,187.3678,0.1232,0.9437,0.0452,CSRC房地产业,Wind消费者服务Ⅱ
600556,北生药业,0.027,0.0032,-0.0772,158.434,,98.9245,98.3331,55.5807,165.6851,,25.7551,0.635,0.632,,12.1719,2.2651,0.1671,12.1609,0.1554,CSRC医药制造业,Wind制药、生物科技与生命科学
600557,康缘药业,0.57,0.5103,3.8763,47.1776,1.8931,58.6535,86.2141,75.1959,12.6165,15.7314,8.4167,1.442,1.3709,0.915,6.0919,2.6934,1.1105,2.9516,0.6671,CSRC医药制造业,Wind制药、生物科技与生命科学
600558,大西洋,0.2066,0.8348,7.8349,39.245,1.646,68.0698,97.8375,11.6948,1.4343,2.6174,1.732,1.7728,1.1699,0.7233,4.4935,16.4197,1.7852,4.935,1.2075,CSRC金属制品业,Wind资本货物
600559,老白干酒,0.8,-0.3025,4.4532,63.1219,2.7116,65.8662,87.4254,53.9195,6.7361,19.8591,7.1509,1.1936,0.1814,1.7116,0.8881,776.1621,1.6625,4.6783,1.0616,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600560,金自天正,0.35,0.8038,2.9728,68.7144,3.1964,91.1839,99.2379,15.8005,6.4346,12.5271,3.8369,1.3372,0.8682,2.2442,1.5251,4.4572,0.6528,8.6564,0.5963,CSRC专用设备制造业,Wind资本货物
600561,江西长运,0.69,1.5601,4.5157,71.1995,3.4722,24.5438,68.2028,19.596,7.2874,15.9652,4.8338,0.5054,0.4801,3.0002,35.4159,43.3187,2.6895,1.6464,0.6644,CSRC道路运输业,Wind运输
600562,国睿科技,0.96,0.7524,11.7617,44.8974,1.8148,48.1139,94.7798,39.1275,5.1523,4.2286,2.1833,1.1307,0.4334,0.8565,0.8728,5.359,0.8341,1.2394,0.4238,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600563,法拉电子,1.08,1.4032,6.5019,11.3588,1.1281,72.6512,97.7691,36.3345,20.812,17.1726,15.6952,6.542,5.4165,0.1312,3.312,4.8852,1.0716,3.0392,0.7541,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600565,迪马股份,0.16,1.0724,1.7486,77.312,4.4076,94.178,90.7056,25.4176,6.2464,9.7845,2.5734,1.343,0.3063,5.5912,0.4344,8.5589,0.4445,25.9798,0.412,CSRC房地产业,Wind房地产
600566,洪城股份,0.39,1.559,5.4246,50.5677,2.023,42.7681,75.5712,22.6673,-21.6491,-6.8255,-3.5446,1.1192,0.6267,1.0253,0.7866,0.9632,0.381,0.8756,0.1637,CSRC医药制造业,Wind制药、生物科技与生命科学
600567,山鹰纸业,0.04,-0.0441,1.073,61.9216,2.6262,42.9062,50.3033,12.3703,-0.6485,-0.9459,-0.3685,1.3775,1.1933,1.647,7.1167,8.9779,1.3505,1.3774,0.5683,CSRC造纸和纸制品业,Wind材料Ⅱ
600568,中珠控股,0.1645,-0.1322,2.6432,54.396,2.1928,81.6909,93.4862,15.3883,9.5132,6.4073,2.7467,1.6064,0.6971,1.2664,0.4769,18.215,0.3448,4.3018,0.2887,CSRC医药制造业,Wind房地产
600569,安阳钢铁,-1.461,0.6714,2.9697,77.2553,4.3966,39.51,82.2477,-8.3003,-16.7118,-39.5991,-10.747,0.6218,0.4155,3.5004,4.3426,113.9494,1.5228,1.9181,0.6431,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
600570,恒生电子,0.32,0.5436,2.1424,22.302,1.287,55.522,95.8621,79.0598,21.0965,15.6458,11.8089,2.597,2.378,0.3084,1.7418,7.6751,1.0498,11.893,0.5598,CSRC软件和信息技术服务业,Wind软件与服务
600571,信雅达,0.35,0.5075,2.668,37.949,1.6116,63.8202,100,52.7152,9.9721,13.8146,8.3923,1.6817,1.1962,0.6348,2.3261,6.068,1.356,10.9525,0.8416,CSRC软件和信息技术服务业,Wind资本货物
600572,康恩贝,0.42,0.3036,2.6859,46.2255,1.8596,59.0404,64.1563,66.6649,12.54,16.4501,9.1425,1.9908,1.6892,0.9648,2.4839,10.0421,1.2512,3.7601,0.7291,CSRC医药制造业,Wind制药、生物科技与生命科学
600573,惠泉啤酒,-0.29,-0.0333,4.1763,6.9007,1.0741,40.4852,100,23.3926,-10.9234,-6.5947,-6.3357,5.8668,3.4729,0.0749,2.7591,781.3427,1.4366,1.1272,0.58,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600575,芜湖港,0.17,-2.5631,3.7783,78.7878,4.7143,81.4252,97.3091,4.4406,1.191,10.3415,2.0057,1.0621,1.0105,3.757,32.6577,15.4672,2.0353,15.5987,1.6841,CSRC水上运输业,Wind运输
600576,万好万家,-0.3,-0.2407,2.2613,35.2774,1.5451,67.1747,100,0.7974,-318.5011,-12.3074,-7.071,1.9042,0.6869,0.6419,0.06,0.4491,0.0299,0.3009,0.0222,CSRC批发业,Wind房地产
600577,精达股份,0.16,1.1238,2.1827,56.2129,2.2838,76.8902,99.4036,8.3446,1.54,7.4285,2.8342,1.376,1.1352,1.4923,14.8787,6.2581,2.309,10.6404,1.8404,CSRC电气机械和器材制造业,Wind资本货物
600578,京能电力,0.83,1.6079,4.4645,60.5862,2.5372,11.4392,37.9076,26.6932,20.6135,27.5397,10.4025,0.4981,0.44,1.9932,33.8092,12.7243,3.6357,0.9286,0.5046,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600579,天华院,0.18,1.1273,0.8269,130.3486,,54.0217,99.8337,-5.9881,2.2642,,0.8597,0.4151,0.2949,,2.2543,3.7569,0.6841,0.9421,0.3797,CSRC专用设备制造业,Wind资本货物
600580,卧龙电气,0.2111,0.56,5.2098,41.5746,1.7116,54.3372,98.7402,19.2084,5.41,4.6662,2.8263,1.3237,1.0139,0.7774,3.2339,3.326,0.9203,2.8012,0.5224,CSRC电气机械和器材制造业,Wind资本货物
600581,八一钢铁,-0.03,-0.0082,5.1875,81.3569,5.3639,32.1936,75.8715,7.035,0.5803,4.0367,0.8985,0.5216,0.304,4.3639,8.5236,2535.9493,4.5677,3.5213,1.5483,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
600582,天地科技,0.935,0.5892,4.2527,48.7123,1.9498,71.1627,85.6841,28.7114,12.307,24.4118,11.3705,1.705,1.2934,1.6511,3.7198,4.6491,1.2737,6.1261,0.9239,CSRC专用设备制造业,Wind资本货物
600583,海油工程,0.22,0.4626,2.6332,49.3829,1.9756,25.3244,55.3836,18.6559,6.9232,8.6177,4.3792,0.9259,0.6667,0.9821,9.3602,5.913,2.4135,1.5251,0.6325,CSRC石油和天然气开采业,Wind能源Ⅱ
600584,长电科技,0.01,0.5934,2.8398,62.9755,2.7009,31.4791,87.0104,14.2437,0.8852,0.4306,0.6029,0.5745,0.4207,1.8222,6.8399,10.0558,2.2846,1.2519,0.6811,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
600585,海螺水泥,1.19,2.1717,9.2279,41.5288,1.7102,26.4261,39.9515,27.7591,14.1201,13.4575,7.5349,1.5928,1.3147,0.7433,7.856,159.5087,1.8688,0.9913,0.5336,CSRC非金属矿物制品业,Wind材料Ⅱ
600586,金晶科技,-0.25,0.1469,2.8331,48.6527,1.9475,26.4767,76.0789,2.0442,-12.1968,-8.5077,-4.4915,0.7153,0.535,0.9673,4.7251,18.3456,1.1171,0.7956,0.3683,CSRC非金属矿物制品业,Wind材料Ⅱ
600587,新华医疗,0.98,0.0624,8.4936,51.9052,2.0792,72.0638,98.0967,22.7876,5.9598,14.4059,6.7877,1.4153,0.8896,1.1862,3.3148,6.1939,1.5587,9.7481,1.1389,CSRC专用设备制造业,Wind医疗保健设备与服务
600588,用友软件,0.39,0.5093,3.0575,50.0757,2.003,51.964,93.0728,84.0649,9.1413,12.7616,6.6647,1.1149,1.1081,1.0298,31.6856,3.2922,1.4142,5.1056,0.7291,CSRC软件和信息技术服务业,Wind软件与服务
600589,广东榕泰,0.18,-0.0472,3.31,35.8006,1.5576,50.1349,98.9027,18.4375,8.7591,5.4324,3.4473,1.4159,1.0033,0.5596,2.4946,3.0564,0.8243,1.7736,0.3936,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600590,泰豪科技,0.14,1.0092,4.3614,62.2033,2.6457,53.2026,60.6829,17.9483,2.8058,3.5496,1.2869,1.4095,1.1009,1.6934,3.1954,2.3719,0.8378,2.4423,0.4587,CSRC电气机械和器材制造业,Wind资本货物
600592,龙溪股份,0.32,-0.082,4.3112,37.5048,1.6001,44.8209,68.0313,29.9895,12.6348,7.9512,4.5738,1.7567,0.9056,0.6285,1.137,4.0002,0.7516,1.7972,0.362,CSRC通用设备制造业,Wind资本货物
600593,大连圣亚,0.1368,0.8275,3.1387,56.8514,2.3176,24.3404,63.8612,52.982,3.8831,4.4294,1.2412,0.6704,0.6314,1.3941,10.2614,180.6077,1.2971,0.6854,0.3196,CSRC公共设施管理业,Wind消费者服务Ⅱ
600594,益佰制药,0.927,0.7985,4.2661,32.1196,1.4732,76.2078,89.7555,81.4808,15.0387,25.013,16.6035,2.6434,2.3995,0.4753,2.8666,19.9037,1.5066,9.5025,1.104,CSRC医药制造业,Wind制药、生物科技与生命科学
600595,中孚实业,0.04,0.4289,3.5422,72.9102,3.6914,34.1113,59.2082,9.9107,1.0045,1.0898,0.4571,0.7902,0.6519,3.4863,6.6437,23.955,1.2432,1.1019,0.455,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
600596,新安股份,0.1933,0.7678,5.9469,39.1713,1.644,38.1361,81.3252,13.4295,2.3756,3.2873,2.0343,1.1971,0.8305,0.7024,5.8759,18.4767,2.1685,2.0555,0.8563,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600597,光明乳业,0.28,1.0137,3.2765,52.6232,2.1107,53.1329,80.5719,35.1173,2.4311,9.6299,4.0074,1.2531,0.9966,1.2244,8.451,11.1117,3.162,5.3353,1.6484,CSRC食品制造业,Wind食品、饮料与烟草
600598,*ST大荒,-0.11,0.8662,2.9527,65.0144,2.8583,56.3636,99.2019,17.6311,-2.3453,-3.4101,-1.8896,0.8739,0.3968,1.9441,2.1008,11.5659,1.3542,2.317,0.8075,CSRC农业,Wind食品、饮料与烟草
600599,熊猫烟花,0.071,0.0578,2.0657,52.9665,2.1261,59.8304,99.9715,38.5273,3.4533,3.5003,1.5796,1.1299,0.883,1.1372,2.2347,3.0347,0.75,5.7645,0.4574,CSRC化学原料和化学制品制造业,Wind耐用消费品与服装
600600,青岛啤酒,1.302,2.2973,9.2288,45.9728,1.8509,42.8642,67.4411,40.136,7.1554,14.9193,8.1455,1.3825,1.0608,0.8725,6.079,301.9225,2.614,3.3162,1.1384,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600601,方正科技,0.0367,-0.0658,1.9558,34.2171,1.5202,51.8129,98.3872,7.1126,1.4492,1.8882,1.2575,1.5391,1.2561,0.5202,10.5068,6.6171,1.6695,2.5864,0.8677,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600602,仪电电子,0.09,-0.067,2.0406,12.1543,1.1384,53.5812,88.089,15.0635,9.5619,4.5645,4.1638,5.0045,4.6182,0.1401,10.8721,6.0873,0.8368,13.9593,0.4355,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600603,大洲兴业,0.157,-0.0171,-0.3123,799.5218,,94.018,33.0123,4.9472,506.9237,,48.0557,0.3562,0.3562,,,,0.1018,12.0377,0.0948,CSRC综合,Wind资本货物
600604,市北高新,0.26,0.0113,2.0037,27.4066,1.3775,58.035,72.5613,58.4516,48.5568,22.4759,12.3281,2.9183,1.7914,0.3805,0.5867,3.2677,0.3964,4.4582,0.2539,CSRC房地产业,Wind房地产
600605,汇通能源,0.0448,0.6288,3.2247,45.052,1.8199,40.6058,61.3674,2.8049,0.3499,1.399,0.7891,1.4687,1.4687,0.8199,,7.2307,6.0682,4.9998,2.2553,CSRC批发业,Wind资本货物
600606,金丰投资,0.2,-0.2282,4.2156,63.115,2.7111,71.7479,49.1515,74.7528,23.9552,4.9017,1.8199,2.3128,0.7196,1.7234,0.0403,6.574,0.1086,1.0755,0.076,CSRC房地产业,Wind房地产
600608,上海科技,0.08,-0.0499,0.0157,89.5794,9.5964,67.3116,95.0721,15.7214,10.5707,,7.5941,0.7904,0.536,40.6379,3.0516,2.7315,1.0716,4.5657,0.7184,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
600609,金杯汽车,0.021,0.228,0.3386,91.3517,11.563,79.3116,95.5457,12.622,1.7718,6.3966,1.4111,0.9087,0.7881,17.9279,5.9188,5.8226,1.0075,8.2184,0.7964,CSRC汽车制造业,Wind汽车与汽车零部件
600610,S*ST中纺,-0.11,-0.0776,0.3608,65.0256,2.8592,40.2287,93.7814,3.5005,-48.3219,-26.1178,-11.0148,0.6597,0.552,1.8622,2.6628,8.5317,0.558,0.6451,0.2279,CSRC专用设备制造业,Wind资本货物
600611,大众交通,0.25,-0.1108,3.4415,38.4005,1.6234,39.454,97.0057,23.6062,15.7735,7.3561,4.7323,1.0591,0.767,0.6841,2.0917,26.4918,0.7992,1.3886,0.3079,CSRC道路运输业,Wind运输
600612,老凤祥,1.1686,1.4347,5.2789,64.2424,2.7966,86.8496,93.844,8.193,3.1063,24.7993,9.823,1.4406,0.4554,2.067,4.8005,91.956,3.6707,62.4056,3.1622,CSRC其他制造业,Wind耐用消费品与服装
600613,神奇制药,0.24,0.3392,3.1296,9.6866,1.1073,60.9246,100,79.1619,9.8084,6.9128,6.1155,6.2896,5.6945,0.1185,2.6559,3.0912,1.0307,1.878,0.6235,CSRC医药制造业,Wind制药、生物科技与生命科学
600614,鼎立股份,0.1,-0.1238,1.5537,60.5584,2.5354,74.4125,80.1583,12.7965,5.7011,6.5818,2.3746,1.5329,0.5751,1.879,0.7273,6.2408,0.5496,4.1759,0.4165,CSRC医药制造业,Wind房地产
600615,丰华股份,0.005,-0.0586,2.6069,7.0379,1.0757,99.5147,51.3114,-15.1491,17.5503,0.8319,0.746,27.5568,20.5579,0.0757,0.1806,21.6424,0.0427,15.5118,0.0425,CSRC房地产业,Wind房地产
600616,金枫酒业,0.24,0.2219,2.847,23.8971,1.314,70.12,98.2643,53.477,10.6634,8.5198,6.5012,2.9861,1.3256,0.3155,0.7393,11.1242,0.916,2.1258,0.6097,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600617,联华合纤,0.5415,1.9338,5.6915,439.5018,,95.4301,100,,,,-48.2165,0.2171,0.2171,,0,0,0,0,0,CSRC燃气生产和供应业,Wind公用事业Ⅱ
600618,氯碱化工,0.0887,0.5572,2.4459,54.1225,2.1797,28.6864,66.7498,10.0959,1.7532,3.6921,1.8005,0.7941,0.619,1.2132,17.0603,22.2511,3.5548,2.0428,1.027,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600619,海立股份,0.23,0.6166,3.5418,59.2813,2.4559,53.5857,90.0896,14.4403,3.0641,7.1218,2.8336,1.0034,0.8275,1.8877,6.9643,5.5904,1.7587,2.4933,0.9248,CSRC通用设备制造业,Wind资本货物
600620,天宸股份,0.03,0.0488,1.6276,29.4369,1.4172,42.9029,97.453,34.7643,22.8454,1.8959,1.2446,1.4955,1.3831,0.3944,1.0304,27.8323,0.1093,1.7942,0.0545,CSRC综合,Wind房地产
600621,华鑫股份,0.3493,-0.1601,2.7365,48.907,1.9572,52.8138,89.1222,40.4844,19.1772,13.3833,7.4135,1.2117,0.7154,0.9615,1.18,5.2572,0.7717,5.0941,0.3866,CSRC房地产业,Wind房地产
600622,嘉宝集团,0.589,-0.8796,4.7065,64.315,2.8023,84.4001,90.5868,25.2233,14.3904,13.1374,4.6167,1.4487,0.2621,1.9041,0.3934,72.6296,0.3843,57.2302,0.3208,CSRC房地产业,Wind房地产
600623,双钱股份,0.33,1.0694,2.804,64.1528,2.7896,46.2774,81.8061,18.5808,2.7531,12.261,3.3876,0.8818,0.5354,2.7639,5.0837,13.9814,2.6564,2.9021,1.2305,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
600624,复旦复华,0.081,0.6442,1.6778,51.663,2.0688,53.3339,92.6728,32.0412,3.8873,4.8995,2.3743,1.114,0.9613,1.1737,2.9852,8.9275,0.9693,6.4179,0.6108,CSRC综合,Wind资本货物
600626,申达股份,0.2319,0.1997,2.8544,39.5634,1.6546,60.9106,99.2051,7.4978,2.5824,8.3213,5.186,1.5519,1.4004,0.7073,31.1402,28.7043,3.1709,12.6042,2.0082,CSRC批发业,Wind零售业
600628,新世界,0.45,0.8376,4.2014,56.2017,2.2832,23.9517,99.9433,27.1702,6.8839,11.021,4.5368,0.4264,0.3688,1.3076,15.4558,22.4649,2.5425,1.1912,0.659,CSRC零售业,Wind零售业
600629,棱光实业,0.028,0.3071,2.1901,34.3632,1.5235,66.2167,80.0019,21.6018,5.3807,1.2668,1.9854,2.4086,2.2587,0.7498,4.3753,1.6874,0.612,2.0716,0.369,CSRC电气机械和器材制造业,Wind材料Ⅱ
600630,龙头股份,0.11,0.3369,3.5671,41.0329,1.6959,73.2566,99.93,17.1442,0.9691,3.0663,1.7847,1.7866,1.0913,0.6962,5.3566,16.7763,2.5784,9.6769,1.8416,CSRC纺织业,Wind耐用消费品与服装
600633,浙报传媒,0.51,0.8192,2.4127,39.8867,1.6635,49.5893,98.2777,46.1188,19.4954,22.765,13.201,1.265,1.2285,1.0198,16.8951,8.8803,1.3697,2.6983,0.6771,CSRC新闻和出版业,Wind媒体Ⅱ
600634,中技控股,0.44,2.5916,10.1398,23.1207,1.3007,23.0271,100,18.1487,71.2358,15.3861,11.035,0.996,0.996,0.3228,,4.1811,0.7048,1.3244,0.1549,CSRC非金属矿物制品业,Wind材料Ⅱ
600635,大众公用,0.2,0.2312,2.352,57.0945,2.3307,18.2634,51.6696,9.9108,10.5994,8.7717,3.7722,0.6191,0.5259,1.5767,10.361,13.6975,2.1968,1.2153,0.3559,CSRC燃气生产和供应业,Wind公用事业Ⅱ
600636,三爱富,0.365,0.4785,4.353,43.1882,1.7602,54.7702,99.643,22.1919,5.8539,8.7377,5.3495,1.2727,0.9883,0.9451,5.1345,5.8695,1.6406,2.8817,0.9138,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600637,百视通,0.46,0.8284,2.7697,19.1046,1.2362,61.0573,97.6863,44.3039,24.549,18.2055,14.2244,3.2716,3.0948,0.2405,9.2966,9.6214,0.9338,6.7964,0.5794,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
600638,新黄浦,0.371,0.6399,5.7765,57.6511,2.3613,75.4579,49.7728,29.6426,20.7346,6.6443,2.7452,2.6297,0.6652,1.4978,0.1659,28.0987,0.1836,73.5177,0.1356,CSRC房地产业,Wind房地产
600639,浦东金桥,0.3594,-0.0589,4.6273,49.1478,1.9665,26.7788,75.3166,64.5888,32.9936,8.011,4.0767,0.7234,0.1251,1.0713,0.1923,9.0285,0.4421,8.5578,0.1236,CSRC房地产业,Wind房地产
600640,号百控股,0.2477,0.2167,4.4509,18.488,1.2268,62.1367,99.663,29.6805,8.0286,7.7833,6.7645,3.3723,3.3414,0.2741,94.7502,18.7067,1.2765,3.0154,0.8426,CSRC商务服务业,Wind消费者服务Ⅱ
600641,万业企业,0.1378,0.2066,3.1016,62.7349,2.6835,94.8577,44.3222,33.4906,9.1501,4.5014,1.5813,3.4115,0.3756,1.7947,0.1424,497.2773,0.1808,40.0431,0.1728,CSRC房地产业,Wind房地产
600642,申能股份,0.329,0.6421,4.1043,32.1597,1.4741,24.7569,58.1806,11.3834,9.1176,8.179,6.0355,1.3231,1.2339,0.6233,27.6932,13.4229,2.7593,1.4658,0.662,CSRC燃气生产和供应业,Wind资本货物
600643,爱建股份,0.326,-0.8304,3.8308,4.6078,1.0483,49.2357,77.9113,37.3284,134.7933,11.4839,10.1511,13.7146,13.5367,0.0484,4.3697,16.0781,0.4258,21.5897,0.2056,CSRC其他金融业,Wind多元金融
600644,乐山电力,0.1405,0.0277,2.3594,72.8421,3.6822,12.237,64.3471,30.151,-2.3626,5.9115,-0.9234,0.2611,0.1464,3.4574,4.4471,83.8587,2.7527,1.1217,0.3909,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600645,中源协和,0.04,0.2166,0.4508,77.1739,4.3809,60.523,99.7051,73.9178,8.9108,9.1895,2.5721,0.7866,0.758,6.4959,3.2857,8.99,0.4303,1.7679,0.2887,CSRC研究和试验发展,Wind制药、生物科技与生命科学
600647,同达创业,0.1583,0.4202,1.7923,46.1768,1.8579,60.7475,100,49.7049,18.103,12.1831,9.8397,1.3155,0.4769,1.052,0.6535,16.0149,0.7913,10.2418,0.5435,CSRC房地产业,Wind房地产
600648,外高桥,0.44,2.3096,4.9001,78.1184,4.57,65.4073,84.629,23.3978,6.9134,9.1847,2.0817,0.9894,0.373,3.866,0.6317,13.8067,0.4678,7.4818,0.3011,CSRC批发业,Wind资本货物
600649,城投控股,0.45,-0.2651,4.5451,50.703,2.0285,56.0167,70.5682,20.1566,27.3818,10.3225,4.8341,1.5656,0.3033,1.109,0.2965,43.0895,0.3055,7.4191,0.1765,CSRC房地产业,Wind资本货物
600650,锦江投资,0.335,0.5636,3.84,23.5844,1.3086,29.7305,91.258,19.8329,11.2538,8.7618,7.4114,1.3814,1.2611,0.3451,21.4397,41.2378,2.3356,2.1109,0.6586,CSRC道路运输业,Wind运输
600651,飞乐音响,0.142,0.1988,1.5541,46.2898,1.8618,45.2763,85.7404,20.9735,6.0115,9.0842,5.5593,1.1408,0.8186,0.9212,5.6887,4.7566,1.9428,5.3089,0.9248,CSRC电气机械和器材制造业,Wind耐用消费品与服装
600652,爱使股份,0.35,0.1847,1.8212,43.414,1.7672,26.5629,94.0268,38.5293,10.2361,20.1179,6.5949,0.6507,0.647,1.3557,193.7938,15.1787,2.2568,2.9648,0.6443,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600653,申华控股,0.085,-0.1167,1.0812,62.0505,2.6351,42.3756,86.5518,2.6986,0.5398,8.259,1.1319,0.789,0.474,1.9565,11.2608,65.9443,4.3814,8.7056,2.0968,CSRC零售业,Wind零售业
600654,飞乐股份,0.14,0.0556,1.853,31.2841,1.4553,49.6073,97.2667,14.4052,5.6899,7.7967,5.3237,1.6303,1.15,0.4841,5.2726,5.1476,1.7912,9.7363,0.9356,CSRC汽车制造业,Wind技术硬件与设备
600655,豫园商城,0.673,1.1537,4.0548,43.0316,1.7554,53.95,55.0722,8.2335,4.9217,17.7288,8.5336,2.2765,1.0234,0.8236,4.4315,96.7376,2.9615,22.1894,1.7339,CSRC零售业,Wind耐用消费品与服装
600656,博元投资,0.0958,-0.0722,0.3382,84.0985,6.2887,82.9676,97.9925,25.5075,10.5398,33.0179,3.6722,1.0068,0.9851,7.7388,13.4661,20.6317,0.4342,240.4406,0.3484,CSRC零售业,Wind资本货物
